id,type,sample,order,model,prompt,generation
12_ticket_managed_failed_ref,managed_failed,1,2,gpt2-xl,Thomas managed to book a hotel room in advance but failed to book a ticket. The,Thomas managed to book a hotel room in advance but failed to book a ticket. The last-minute ticket was for a Saturday night on the town with three days of shooting.
12_ticket_managed_failed_ref,managed_failed,2,2,gpt2-xl,Thomas managed to book a hotel room in advance but failed to book a ticket. The,"Thomas managed to book a hotel room in advance but failed to book a ticket. The hotel security had a key for the room, but were unable to let him in because he did not have a ticket."
12_ticket_failed_managed_ref,failed_managed,1,1,gpt2-xl,Thomas failed to book a ticket in advance but managed to book a hotel room. The,"Thomas failed to book a ticket in advance but managed to book a hotel room. The group, who call themselves the ""NRA's most active advocates,"" met with their local elected officials, the chairman of the Republican Party in the Town of Lakeview and Republican members of the Lakeview City Council, and were not dissuaded."
12_ticket_failed_managed_ref,failed_managed,2,1,gpt2-xl,Thomas failed to book a ticket in advance but managed to book a hotel room. The,Thomas failed to book a ticket in advance but managed to book a hotel room. The airline agreed to allow him to change his flights and give him first class travel on subsequent fares.
12_ticket_failed_managed_ref,failed_managed,1,2,gpt2-xl,Thomas failed to book a hotel room in advance but managed to book a ticket. The,Thomas failed to book a hotel room in advance but managed to book a ticket. The couple met at the airline's booking office.
12_ticket_failed_managed_ref,failed_managed,2,2,gpt2-xl,Thomas failed to book a hotel room in advance but managed to book a ticket. The,Thomas failed to book a hotel room in advance but managed to book a ticket. The two men met before boarding the flight.
13_bed_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Luke bought a bed but he didn't buy a table. The,"Luke bought a bed but he didn't buy a table. The next day, Jesus got down on a hardwood floor, stretched out, and ate a piece of raw liver."
13_bed_affirmative_negation_ref,affirmative_negation,2,1,gpt2-xl,Luke bought a bed but he didn't buy a table. The,"Luke bought a bed but he didn't buy a table. The table was given to him at the last moment, as he was on a deadline at work."
13_bed_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Luke bought a table but he didn't buy a bed. The,Luke bought a table but he didn't buy a bed. The family is now at the mercy of the school for what time it opens.
13_bed_affirmative_negation_ref,affirmative_negation,2,2,gpt2-xl,Luke bought a table but he didn't buy a bed. The,Luke bought a table but he didn't buy a bed. The only ones at this level are a couple.
13_bed_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Luke didn't buy a bed but he bought a table. The,Luke didn't buy a bed but he bought a table. The same table was used by Luke and his mother on one of the nights when he was being taken in.
13_bed_negation_affirmative_ref,negation_affirmative,2,1,gpt2-xl,Luke didn't buy a bed but he bought a table. The,Luke didn't buy a bed but he bought a table. The first piece of furniture he bought was an air mattress.
13_bed_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Luke didn't buy a table but he bought a bed. The,Luke didn't buy a table but he bought a bed. The room was a mess; Luke didn't have much to his name.
13_bed_negation_affirmative_ref,negation_affirmative,2,2,gpt2-xl,Luke didn't buy a table but he bought a bed. The,Luke didn't buy a table but he bought a bed. The next morning the food service delivered the last of it that wasn't spoiled.
13_bed_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Luke bought a bed but I doubt that he bought a table. The,I know that Luke bought a bed but I doubt that he bought a table. The table would be too big.
13_bed_know_doubt_ref,know_doubt,2,1,gpt2-xl,I know that Luke bought a bed but I doubt that he bought a table. The,I know that Luke bought a bed but I doubt that he bought a table. The book says that Luke bought a tree but he never says which tree.
13_bed_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Luke bought a table but I doubt that he bought a bed. The,I know that Luke bought a table but I doubt that he bought a bed. The furniture is not there and neither is the table for some reason.
13_bed_know_doubt_ref,know_doubt,2,2,gpt2-xl,I know that Luke bought a table but I doubt that he bought a bed. The,I know that Luke bought a table but I doubt that he bought a bed. The whole thing was a mess and they both had to be replaced.
13_bed_doubt_know_ref,doubt_know,1,1,gpt2-xl,I know that Luke bought a bed but I doubt that he bought a table. The,I know that Luke bought a bed but I doubt that he bought a table. The table that the bed came from can be made using a table saw.
13_bed_doubt_know_ref,doubt_know,2,1,gpt2-xl,I know that Luke bought a bed but I doubt that he bought a table. The,"I know that Luke bought a bed but I doubt that he bought a table. The man did buy a nice house, it would have cost him a fortune if he had bought a table."
13_bed_doubt_know_ref,doubt_know,1,2,gpt2-xl,I know that Luke bought a table but I doubt that he bought a bed. The,I know that Luke bought a table but I doubt that he bought a bed. The bed might have been an extension of a table but I doubt it.
13_bed_doubt_know_ref,doubt_know,2,2,gpt2-xl,I know that Luke bought a table but I doubt that he bought a bed. The,I know that Luke bought a table but I doubt that he bought a bed. The same thing happened to Ben and my brother.
13_bed_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Luke bought a bed but he wanted to buy a table. The,Luke bought a bed but he wanted to buy a table. The bed was not available and he chose it over the table.
13_bed_affirmative_modal_ref,affirmative_modal,2,1,gpt2-xl,Luke bought a bed but he wanted to buy a table. The,"Luke bought a bed but he wanted to buy a table. The story goes that after the first couple of nights he thought he had enough, but the next two nights he got the same thing."
13_bed_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Luke bought a table but he wanted to buy a bed. The,Luke bought a table but he wanted to buy a bed. The woman on his couch refused to buy him a new bed until he paid her for his old one.
13_bed_affirmative_modal_ref,affirmative_modal,2,2,gpt2-xl,Luke bought a table but he wanted to buy a bed. The,Luke bought a table but he wanted to buy a bed. The owner was very unhappy at this.
13_bed_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Luke wanted to buy a bed but he bought a table. The,"Luke wanted to buy a bed but he bought a table. The table cost almost £100

After selling his bike he bought a pair of trainers he never use, and another set of trainers he likes to ride, his wife says."
13_bed_modal_affirmative_ref,modal_affirmative,2,1,gpt2-xl,Luke wanted to buy a bed but he bought a table. The,"Luke wanted to buy a bed but he bought a table. The best part is, not only is he doing all this in his spare time but he's not even married yet."
13_bed_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Luke wanted to buy a table but he bought a bed. The,Luke wanted to buy a table but he bought a bed. The next day he was out the door buying a bed.
13_bed_modal_affirmative_ref,modal_affirmative,2,2,gpt2-xl,Luke wanted to buy a table but he bought a bed. The,Luke wanted to buy a table but he bought a bed. The bed cost less than $15.
13_bed_managed_failed_ref,managed_failed,1,1,gpt2-xl,Luke managed to buy a bed but he failed to buy a table. The,Luke managed to buy a bed but he failed to buy a table. The table never showed up and they had to use the bunk beds from the living room.
13_bed_managed_failed_ref,managed_failed,2,1,gpt2-xl,Luke managed to buy a bed but he failed to buy a table. The,"Luke managed to buy a bed but he failed to buy a table. The shopkeeper insisted on buying it for him, but Luke still couldn't finish it."
13_bed_managed_failed_ref,managed_failed,1,2,gpt2-xl,Luke managed to buy a table but he failed to buy a bed. The,"Luke managed to buy a table but he failed to buy a bed. The staff were very rude and unhelpful, he says."
13_bed_managed_failed_ref,managed_failed,2,2,gpt2-xl,Luke managed to buy a table but he failed to buy a bed. The,Luke managed to buy a table but he failed to buy a bed. The other attendees started looking for him as well and he was left sitting in the crowd.
13_bed_failed_managed_ref,failed_managed,1,1,gpt2-xl,Luke failed to buy a bed but he managed to buy a table. The,Luke failed to buy a bed but he managed to buy a table. The story behind the table is interesting.
13_bed_failed_managed_ref,failed_managed,2,1,gpt2-xl,Luke failed to buy a bed but he managed to buy a table. The,Luke failed to buy a bed but he managed to buy a table. The house had one other bedroom but Luke couldn't find anyone to help him with it.
13_bed_failed_managed_ref,failed_managed,1,2,gpt2-xl,Luke failed to buy a table but he managed to buy a bed. The,"Luke failed to buy a table but he managed to buy a bed. The house was too cheap to live on or rent out, so he was paying for it out of his own pocket."
13_bed_failed_managed_ref,failed_managed,2,2,gpt2-xl,Luke failed to buy a table but he managed to buy a bed. The,Luke failed to buy a table but he managed to buy a bed. The other two guests then went to a nearby room.
14_gin_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Dan drank a gin tonic but he didn't drink a manhattan. The,Dan drank a gin tonic but he didn't drink a manhattan. The rest of us ate all sorts of little sweets and nibbles and watched the show.
14_gin_affirmative_negation_ref,affirmative_negation,2,1,gpt2-xl,Dan drank a gin tonic but he didn't drink a manhattan. The,"Dan drank a gin tonic but he didn't drink a manhattan. The bartender says, 'Have a drink."
14_gin_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Dan drank a manhattan but he didn't drink a gin tonic. The,"Dan drank a manhattan but he didn't drink a gin tonic. The problem with a gin tonic is that you can only order it from a bar,"" McBride says."
14_gin_affirmative_negation_ref,affirmative_negation,2,2,gpt2-xl,Dan drank a manhattan but he didn't drink a gin tonic. The,Dan drank a manhattan but he didn't drink a gin tonic. The manhattan's only got 10.
14_gin_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Dan didn't drink a gin tonic but he drank a manhattan. The,Dan didn't drink a gin tonic but he drank a manhattan. The man who won the first gold medal was a very large man and wore a suit all through the Olympics.
14_gin_negation_affirmative_ref,negation_affirmative,2,1,gpt2-xl,Dan didn't drink a gin tonic but he drank a manhattan. The,Dan didn't drink a gin tonic but he drank a manhattan. The other things I remember: we went to the theater and saw a lot of films like The Man from U.
14_gin_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Dan didn't drink a manhattan but he drank a gin tonic. The,"Dan didn't drink a manhattan but he drank a gin tonic. The tonic was on toast, as was he."
14_gin_negation_affirmative_ref,negation_affirmative,2,2,gpt2-xl,Dan didn't drink a manhattan but he drank a gin tonic. The,Dan didn't drink a manhattan but he drank a gin tonic. The second drink was much more important.
14_gin_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Dan drank a gin tonic but I doubt that he drank a manhattan. The,I know that Dan drank a gin tonic but I doubt that he drank a manhattan. The manhattan is really a dry cocktail and is not meant to taste like gin at all.
14_gin_know_doubt_ref,know_doubt,2,1,gpt2-xl,I know that Dan drank a gin tonic but I doubt that he drank a manhattan. The,I know that Dan drank a gin tonic but I doubt that he drank a manhattan. The amount of gin in a manhattan is the equivalent of 1.
14_gin_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Dan drank a manhattan but I doubt that he drank a gin tonic. The,I know that Dan drank a manhattan but I doubt that he drank a gin tonic. The manhattan is better for him.
14_gin_know_doubt_ref,know_doubt,2,2,gpt2-xl,I know that Dan drank a manhattan but I doubt that he drank a gin tonic. The,I know that Dan drank a manhattan but I doubt that he drank a gin tonic. The amount of gin he used for his martinis was so excessive it makes me think he either got sick or really enjoyed drinking it.
14_gin_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Dan drank a gin tonic but I know that he drank a manhattan. The,I doubt that Dan drank a gin tonic but I know that he drank a manhattan. The manhattan is a gin drink that is made by adding 1 ounce of gin (or other proof liquor) to a 6 ounce glass of standard style gin.
14_gin_doubt_know_ref,doubt_know,2,1,gpt2-xl,I doubt that Dan drank a gin tonic but I know that he drank a manhattan. The,"I doubt that Dan drank a gin tonic but I know that he drank a manhattan. The manhattan was not even a Manhattan, it might have been a Manhattane."
14_gin_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Dan drank a manhattan but I know that he drank a gin tonic. The,"I doubt that Dan drank a manhattan but I know that he drank a gin tonic. The gin tonic, which is a drink made with gin, lemon and ice, is often made with the lemon puree mixed with fresh lime."
14_gin_doubt_know_ref,doubt_know,2,2,gpt2-xl,I doubt that Dan drank a manhattan but I know that he drank a gin tonic. The,I doubt that Dan drank a manhattan but I know that he drank a gin tonic. The last time I saw him he was doing some work at the old warehouse.
14_gin_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Dan drank a gin tonic but he wanted to drink a manhattan. The,Dan drank a gin tonic but he wanted to drink a manhattan. The bartender said let him try a vodka tonic and the man said he just wanted a manhattan.
14_gin_affirmative_modal_ref,affirmative_modal,2,1,gpt2-xl,Dan drank a gin tonic but he wanted to drink a manhattan. The,Dan drank a gin tonic but he wanted to drink a manhattan. The barman brought him one.
14_gin_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Dan drank a manhattan but he wanted to drink a gin tonic. The,"Dan drank a manhattan but he wanted to drink a gin tonic. The bartender looked disgusted and told him he couldn't drink gin tonics, ""He's not a gin-tonic man."
14_gin_affirmative_modal_ref,affirmative_modal,2,2,gpt2-xl,Dan drank a manhattan but he wanted to drink a gin tonic. The,Dan drank a manhattan but he wanted to drink a gin tonic. The manhattan didn't have the right amount of fizz.
14_gin_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Dan wanted to drink a gin tonic but he drank a manhattan. The,Dan wanted to drink a gin tonic but he drank a manhattan. The manhattan was really good and we all enjoyed it.
14_gin_modal_affirmative_ref,modal_affirmative,2,1,gpt2-xl,Dan wanted to drink a gin tonic but he drank a manhattan. The,Dan wanted to drink a gin tonic but he drank a manhattan. The manhattan had been watered down and he took it so it was sweet.
14_gin_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Dan wanted to drink a manhattan but he drank a gin tonic. The,"Dan wanted to drink a manhattan but he drank a gin tonic. The barista told him they'd never sell gin tonic to a male customer, even though it was cheaper and had the same alcohol content as regular tonic."
14_gin_modal_affirmative_ref,modal_affirmative,2,2,gpt2-xl,Dan wanted to drink a manhattan but he drank a gin tonic. The,"Dan wanted to drink a manhattan but he drank a gin tonic. The next day, he asked for another tonic but the bartender gave him a half gallon and told him the bar manager said it was a violation of law."
14_gin_managed_failed_ref,managed_failed,1,1,gpt2-xl,Dan managed to mix a gin tonic but failed to mix a manhattan. The,"Dan managed to mix a gin tonic but failed to mix a manhattan. The result was a bitter, sour mess."
14_gin_managed_failed_ref,managed_failed,2,1,gpt2-xl,Dan managed to mix a gin tonic but failed to mix a manhattan. The,Dan managed to mix a gin tonic but failed to mix a manhattan. The gin tonic mixed fairly good but the manhattan turned out a bit thin and watery.
14_gin_managed_failed_ref,managed_failed,1,2,gpt2-xl,Dan managed to mix a manhattan but failed to mix a gin tonic. The,"Dan managed to mix a manhattan but failed to mix a gin tonic. The result was an alcoholic concoction of gin, tonic water, ice, and some club soda."
14_gin_managed_failed_ref,managed_failed,2,2,gpt2-xl,Dan managed to mix a manhattan but failed to mix a gin tonic. The,Dan managed to mix a manhattan but failed to mix a gin tonic. The only way to mix a tonic is to mix in more of an essence.
14_gin_failed_managed_ref,failed_managed,1,1,gpt2-xl,Dan failed to mix a gin tonic but managed to mix a manhattan. The,Dan failed to mix a gin tonic but managed to mix a manhattan. The result? The most incredible drink on earth.
14_gin_failed_managed_ref,failed_managed,2,1,gpt2-xl,Dan failed to mix a gin tonic but managed to mix a manhattan. The,Dan failed to mix a gin tonic but managed to mix a manhattan. The only difference was that it was only half the size.
14_gin_failed_managed_ref,failed_managed,1,2,gpt2-xl,Dan failed to mix a manhattan but managed to mix a gin tonic. The,Dan failed to mix a manhattan but managed to mix a gin tonic. The bottle was a little underfilled.
14_gin_failed_managed_ref,failed_managed,2,2,gpt2-xl,Dan failed to mix a manhattan but managed to mix a gin tonic. The,Dan failed to mix a manhattan but managed to mix a gin tonic. The result was too strong for me so had to double it with a simple tonic water and a splash of water made from a few rocks.
15_bone_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,David discovered an old jar on his archaeological expedition but he didn't discover a bone. The,"David discovered an old jar on his archaeological expedition but he didn't discover a bone. The bones could be found in their original spot, a small hole in the sand, in the centre of which is a large, red-hued ossuary - the body of an animal."
15_bone_affirmative_negation_ref,affirmative_negation,2,1,gpt2-xl,David discovered an old jar on his archaeological expedition but he didn't discover a bone. The,David discovered an old jar on his archaeological expedition but he didn't discover a bone. The bones were found on a different expedition.
15_bone_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,David discovered a bone on his archaeological expedition but he didn't discover an old jar. The,David discovered a bone on his archaeological expedition but he didn't discover an old jar. The researchers made a simple discovery that made them wonder.
15_bone_affirmative_negation_ref,affirmative_negation,2,2,gpt2-xl,David discovered a bone on his archaeological expedition but he didn't discover an old jar. The,"David discovered a bone on his archaeological expedition but he didn't discover an old jar. The bone had the markings of the hand of ancient people, but it was found embedded in stone."
15_bone_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,David didn't discover an old jar on his archaeological expedition but he discovered a bone. The,David didn't discover an old jar on his archaeological expedition but he discovered a bone. The bone isn't quite in a bowl but it is on its side and it is in the shape of a bowl.
15_bone_negation_affirmative_ref,negation_affirmative,2,1,gpt2-xl,David didn't discover an old jar on his archaeological expedition but he discovered a bone. The,"David didn't discover an old jar on his archaeological expedition but he discovered a bone. The bone is of a human being, the very sort of person we often associate with the mysterious stone age people of southern Europe before our species was ever domesticated."
15_bone_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,David didn't discover a bone on his archaeological expedition but he discovered an old jar. The,"David didn't discover a bone on his archaeological expedition but he discovered an old jar. The small jar was a burial container, he believes."
15_bone_negation_affirmative_ref,negation_affirmative,2,2,gpt2-xl,David didn't discover a bone on his archaeological expedition but he discovered an old jar. The,David didn't discover a bone on his archaeological expedition but he discovered an old jar. The jar was covered with a layer of red mud.
15_bone_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that David discovered an old jar on his archaeological expedition but I doubt that he discovered a bone. The,I know that David discovered an old jar on his archaeological expedition but I doubt that he discovered a bone. The bones are in the area where I believe David's bones were found.
15_bone_know_doubt_ref,know_doubt,2,1,gpt2-xl,I know that David discovered an old jar on his archaeological expedition but I doubt that he discovered a bone. The,I know that David discovered an old jar on his archaeological expedition but I doubt that he discovered a bone. The bones have been dug up by other specialists and you can see pictures of these specimens on the internet.
15_bone_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that David discovered a bone on his archaeological expedition but I doubt that he discovered an old jar. The,I know that David discovered a bone on his archaeological expedition but I doubt that he discovered an old jar. The oldest objects that we know of were made at least several thousand years ago.
15_bone_know_doubt_ref,know_doubt,2,2,gpt2-xl,I know that David discovered a bone on his archaeological expedition but I doubt that he discovered an old jar. The,"I know that David discovered a bone on his archaeological expedition but I doubt that he discovered an old jar. The jar was a 'belly' for a human mummy, as my archaeologist friend puts it."
15_bone_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that David discovered an old jar on his archaeological expedition but I know that he discovered a bone. The,I doubt that David discovered an old jar on his archaeological expedition but I know that he discovered a bone. The bone of a dinosaur.
15_bone_doubt_know_ref,doubt_know,2,1,gpt2-xl,I doubt that David discovered an old jar on his archaeological expedition but I know that he discovered a bone. The,I doubt that David discovered an old jar on his archaeological expedition but I know that he discovered a bone. The ancient bones don't even have to be from the period that they are on account that I suspect that David was just experimenting with making some concoction for the occasion.
15_bone_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that David discovered a bone on his archaeological expedition but I know that he discovered an old jar. The,I doubt that David discovered a bone on his archaeological expedition but I know that he discovered an old jar. The old jar is a reference because the new archaeological evidence shows that David was not on the mound and had a long and interesting history as a traveler.
15_bone_doubt_know_ref,doubt_know,2,2,gpt2-xl,I doubt that David discovered a bone on his archaeological expedition but I know that he discovered an old jar. The,"I doubt that David discovered a bone on his archaeological expedition but I know that he discovered an old jar. The fact remains that it is a jar, it has not been opened, there is no evidence of having been opened and there are some scratches and stains on the rim of the container."
15_bone_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,David discovered an old jar on his archaeological expedition but he wanted to discover a bone. The,David discovered an old jar on his archaeological expedition but he wanted to discover a bone. The next day was the final day for the trek and he started looking for a bone.
15_bone_affirmative_modal_ref,affirmative_modal,2,1,gpt2-xl,David discovered an old jar on his archaeological expedition but he wanted to discover a bone. The,"David discovered an old jar on his archaeological expedition but he wanted to discover a bone. The first time he saw a skeleton, he was mesmerized."
15_bone_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,David discovered a bone on his archaeological expedition but he wanted to discover an old jar. The,David discovered a bone on his archaeological expedition but he wanted to discover an old jar. The bone was found a year later by a Polish archaeologist named Dr.
15_bone_affirmative_modal_ref,affirmative_modal,2,2,gpt2-xl,David discovered a bone on his archaeological expedition but he wanted to discover an old jar. The,David discovered a bone on his archaeological expedition but he wanted to discover an old jar. The first thing he wanted to do was get access to this place because he's a little bit of a tomb hunter.
15_bone_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,David wanted to discover an old jar on his archaeological expedition but he discovered a bone. The,David wanted to discover an old jar on his archaeological expedition but he discovered a bone. The bone was broken and had been partially eaten.
15_bone_modal_affirmative_ref,modal_affirmative,2,1,gpt2-xl,David wanted to discover an old jar on his archaeological expedition but he discovered a bone. The,David wanted to discover an old jar on his archaeological expedition but he discovered a bone. The two became friends.
15_bone_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,David wanted to discover a bone on his archaeological expedition but he discovered an old jar. The,David wanted to discover a bone on his archaeological expedition but he discovered an old jar. The jar contained a bone that was almost perfectly preserved.
15_bone_modal_affirmative_ref,modal_affirmative,2,2,gpt2-xl,David wanted to discover a bone on his archaeological expedition but he discovered an old jar. The,David wanted to discover a bone on his archaeological expedition but he discovered an old jar. The bone in the jar is not from a person.
15_bone_managed_failed_ref,managed_failed,1,1,gpt2-xl,David managed to discover an old jar on his archaeological expedition but failed to discover a bone. The,David managed to discover an old jar on his archaeological expedition but failed to discover a bone. The bones were not the ones he was looking for but he decided to investigate anyway.
15_bone_managed_failed_ref,managed_failed,2,1,gpt2-xl,David managed to discover an old jar on his archaeological expedition but failed to discover a bone. The,David managed to discover an old jar on his archaeological expedition but failed to discover a bone. The bones were found inside a jar and were then analyzed at a lab.
15_bone_managed_failed_ref,managed_failed,1,2,gpt2-xl,David managed to discover a bone on his archaeological expedition but failed to discover an old jar. The,David managed to discover a bone on his archaeological expedition but failed to discover an old jar. The jar contained a rare ancient human tooth from the early Bronze Age.
15_bone_managed_failed_ref,managed_failed,2,2,gpt2-xl,David managed to discover a bone on his archaeological expedition but failed to discover an old jar. The,"David managed to discover a bone on his archaeological expedition but failed to discover an old jar. The bone was found by the group of people who also discovered the ancient burial grounds on the site, and it became the first tangible clue to the identity of the mysterious skeleton."
15_bone_failed_managed_ref,failed_managed,1,1,gpt2-xl,David failed to discover an old jar on his archaeological expedition but managed to discover a bone. The,David failed to discover an old jar on his archaeological expedition but managed to discover a bone. The bone was found to be a bone from a dinosaur.
15_bone_failed_managed_ref,failed_managed,2,1,gpt2-xl,David failed to discover an old jar on his archaeological expedition but managed to discover a bone. The,"David failed to discover an old jar on his archaeological expedition but managed to discover a bone. The jar contained the remains of a giant, which he named ""Goliath."
15_bone_failed_managed_ref,failed_managed,1,2,gpt2-xl,David failed to discover a bone on his archaeological expedition but managed to discover an old jar. The,"David failed to discover a bone on his archaeological expedition but managed to discover an old jar. The discovery led him into a quest to discover its secret, which had been kept from him."
15_bone_failed_managed_ref,failed_managed,2,2,gpt2-xl,David failed to discover a bone on his archaeological expedition but managed to discover an old jar. The,David failed to discover a bone on his archaeological expedition but managed to discover an old jar. The skull of H.
16_house_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Lisa built a house but she didn't build a shed. The,"Lisa built a house but she didn't build a shed. The house stood there and the shed stood there and it was, I guess, just a waste of time."
16_house_affirmative_negation_ref,affirmative_negation,2,1,gpt2-xl,Lisa built a house but she didn't build a shed. The,Lisa built a house but she didn't build a shed. The house is made up of about 40 items.
16_house_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Lisa built a shed but she didn't build a house. The,Lisa built a shed but she didn't build a house. The house is the work of two families that knew each other before they met each other and who decided to give it another try after building the structure together.
16_house_affirmative_negation_ref,affirmative_negation,2,2,gpt2-xl,Lisa built a shed but she didn't build a house. The,Lisa built a shed but she didn't build a house. The shed was put in a trailer to go to a local campground and all the tools she needed for that were still in the trailer when she came home.
16_house_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Lisa didn't build a house but she built a shed. The,Lisa didn't build a house but she built a shed. The shed is now a fully functional studio as her creative writing home.
16_house_negation_affirmative_ref,negation_affirmative,2,1,gpt2-xl,Lisa didn't build a house but she built a shed. The,Lisa didn't build a house but she built a shed. The shed is made of metal and wood.
16_house_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Lisa didn't build a shed but she built a house. The,Lisa didn't build a shed but she built a house. The house was built on a platform.
16_house_negation_affirmative_ref,negation_affirmative,2,2,gpt2-xl,Lisa didn't build a shed but she built a house. The,"Lisa didn't build a shed but she built a house. The house has two bedrooms, a living room, a bedroom for the garage and a shed."
16_house_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Lisa built a house but I doubt that she built a shed. The,"I know that Lisa built a house but I doubt that she built a shed. The shed, if this was the shed then she built it, and not to the same scale with the house."
16_house_know_doubt_ref,know_doubt,2,1,gpt2-xl,I know that Lisa built a house but I doubt that she built a shed. The,I know that Lisa built a house but I doubt that she built a shed. The house was probably one of those large cottages.
16_house_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Lisa built a shed but I doubt that she built a house. The,"I know that Lisa built a shed but I doubt that she built a house. The reason I know where she built it is because in her memoir there is her house and she calls it a 'gulf shed'

Source(s): My mom has a shed but I didn't know that it was her and the only way I know the shed is because of 'The Secret'

Marianne · 10 years ago."
16_house_know_doubt_ref,know_doubt,2,2,gpt2-xl,I know that Lisa built a shed but I doubt that she built a house. The,"I know that Lisa built a shed but I doubt that she built a house. The house on the right was just taken down for a new roof,"" says one, before adding, ""We just started building the other day."
16_house_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Lisa built a house but I know that she built a shed. The,I doubt that Lisa built a house but I know that she built a shed. The shed came down to the river and she built for herself a home.
16_house_doubt_know_ref,doubt_know,2,1,gpt2-xl,I doubt that Lisa built a house but I know that she built a shed. The,"I doubt that Lisa built a house but I know that she built a shed. The door to the shed, on the other hand, might be a model so it is possible that the door of the shed is also a model."
16_house_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Lisa built a shed but I know that she built a house. The,"I doubt that Lisa built a shed but I know that she built a house. The house was on the right side, the shed would have been on the left."
16_house_doubt_know_ref,doubt_know,2,2,gpt2-xl,I doubt that Lisa built a shed but I know that she built a house. The,I doubt that Lisa built a shed but I know that she built a house. The most important thing is that it is made of wood.
16_house_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Lisa built a house but she wanted to build a shed. The,Lisa built a house but she wanted to build a shed. The boys built sheds too.
16_house_affirmative_modal_ref,affirmative_modal,2,1,gpt2-xl,Lisa built a house but she wanted to build a shed. The,Lisa built a house but she wanted to build a shed. The shed was a challenge with all our tools and resources.
16_house_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Lisa built a shed but she wanted to build a house. The,Lisa built a shed but she wanted to build a house. The only place with a building permit would be her house.
16_house_affirmative_modal_ref,affirmative_modal,2,2,gpt2-xl,Lisa built a shed but she wanted to build a house. The,"Lisa built a shed but she wanted to build a house. The house was an early prototype of the house designed by Lisa for her mother, whom she had met in Chicago and married."
16_house_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Lisa wanted to build a house but she built a shed. The,Lisa wanted to build a house but she built a shed. The shed is where the children play the night before they have a sleepover.
16_house_modal_affirmative_ref,modal_affirmative,2,1,gpt2-xl,Lisa wanted to build a house but she built a shed. The,Lisa wanted to build a house but she built a shed. The shed needed roof but that wasn't something that was included in the budget.
16_house_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Lisa wanted to build a shed but she built a house. The,Lisa wanted to build a shed but she built a house. The first thing they did was a house.
16_house_modal_affirmative_ref,modal_affirmative,2,2,gpt2-xl,Lisa wanted to build a shed but she built a house. The,"Lisa wanted to build a shed but she built a house. The two shared a love and affection for the outdoors, so they built their own shed on the outskirts of the park."
16_house_managed_failed_ref,managed_failed,1,1,gpt2-xl,Lisa managed to build a house but failed to build a shed. The,Lisa managed to build a house but failed to build a shed. The two ended up buying a horse.
