id,sentence,type,pronoun,tokens,log_probs,continuation_log_prob,critical_token_idx
15_bone_know,I know that David discovered a bone on his archeological expedition. It likely belonged to an extinct bird species.,know,it,I|##know|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-7.23114|-12.776474|-8.834412|-5.5124435|-10.479355|-9.570732|-13.503933|-12.885429|-8.313034|-11.418533|-14.772934|-9.794159|-14.771862|-8.721031|-6.0223846|-5.6078873|-8.117325|-8.712471|-10.619003|-12.88633,-87.13905689999999,13
15_bone_know,I know that David discovered a bone on his archeological expedition. It's not a big deal.,know,subj,I|##know|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-7.23114|-12.776474|-8.834412|-5.5124435|-10.479355|-9.570732|-13.503933|-12.885429|-8.313034|-11.418533|-14.772934|-11.687157|-7.28257|-8.276283|-6.938698|-13.852402|-11.821045|-12.931725,-74.631089,13
15_bone_doubt,I doubt that David discovered a bone on his archeological expedition. It likely belonged to an extinct bird species.,doubt,it,I|##doubt|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-7.046524|-12.79863|-9.0267105|-5.466263|-10.636841|-9.378998|-14.275307|-12.440453|-8.922668|-11.453842|-14.625587|-8.493286|-14.274643|-8.836723|-6.0939026|-5.902626|-8.558067|-8.797882|-10.810379|-12.879723,-86.3930956,13
15_bone_doubt,I doubt that David discovered a bone on his archeological expedition. It's not a big deal.,doubt,subj,I|##doubt|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-7.046524|-12.79863|-9.0267105|-5.466263|-10.636841|-9.378998|-14.275307|-12.440453|-8.922668|-11.453842|-14.625587|-12.129868|-7.7201767|-8.5909195|-7.525078|-14.189003|-11.822952|-12.912254,-76.60358419999999,13
15_bone_modal,David wants to discover a bone on his archeological expedition and it likely belonged to an extinct bird species.,modal,it,David|##wants|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-9.855131|-12.762501|-9.045792|-12.820847|-9.007065|-5.618492|-10.512653|-9.834717|-14.504086|-13.344345|-8.300674|-7.299179|-10.005409|-8.675217|-14.792793|-8.462479|-6.348915|-5.4885635|-8.356796|-8.899727|-10.750221|-12.690315,-81.7801205,12
15_bone_modal,David wants to discover a bone on his archeological expedition and it's not a big deal.,modal,subj,David|##wants|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.855131|-12.762501|-9.045792|-12.820847|-9.007065|-5.618492|-10.512653|-9.834717|-14.504086|-13.344345|-8.300674|-7.299179|-10.005409|-10.229759|-7.3811035|-8.369827|-7.163414|-12.856598|-11.497513|-12.692139,-67.5036235,12
15_bone_managed,David managed to discover a bone on his archeological expedition. It likely belonged to an extinct bird species.,managed,it,David|##managed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-9.855131|-10.788456|-9.059113|-13.466881|-8.644432|-5.0857697|-10.5830765|-9.535782|-14.394009|-13.034752|-8.243385|-11.594032|-15.046211|-9.614525|-14.659186|-9.029411|-6.01976|-5.5216217|-7.955612|-8.57032|-10.987404|-12.870171,-87.40405069999998,12
15_bone_managed,David managed to discover a bone on his archeological expedition. It's not a big deal.,managed,subj,David|##managed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.855131|-10.788456|-9.059113|-13.466881|-8.644432|-5.0857697|-10.5830765|-9.535782|-14.394009|-13.034752|-8.243385|-11.594032|-15.046211|-11.518806|-7.5441055|-8.479927|-7.3506546|-13.429794|-12.044418|-12.932877,-75.4139161,12
15_bone_failed,David failed to discover a bone on his archeological expedition. It likely belonged to an extinct bird species.,failed,it,David|##failed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-9.855131|-11.040562|-9.2966|-13.913124|-8.933678|-5.266922|-10.690403|-9.576126|-14.911537|-12.609505|-8.73201|-11.22551|-14.510376|-8.607651|-14.065111|-9.0859375|-6.020859|-5.626045|-8.160049|-8.512009|-10.849701|-12.709114,-85.43773850000001,12
15_bone_failed,David failed to discover a bone on his archeological expedition. It's not a big deal.,failed,subj,David|##failed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.855131|-11.040562|-9.2966|-13.913124|-8.933678|-5.266922|-10.690403|-9.576126|-14.911537|-12.609505|-8.73201|-11.22551|-14.510376|-11.812981|-8.021378|-8.679932|-7.7130737|-13.804367|-11.844803|-12.773071,-76.3869107,12
16_house_affirmative,Lisa built a house and it is the most beautiful building I have ever seen.,affirmative,it,Lisa|##built|##a|##house|##and|##it|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-11.556559|-10.646065|-8.375908|-8.919365|-7.471115|-10.258804|-9.027206|-8.597641|-9.256012|-6.420082|-7.489929|-10.984917|-9.643394|-6.27063|-9.492302|-11.431564|-12.569504,-98.87248099999998,5
16_house_affirmative,Lisa built a house and it's not a big deal.,affirmative,subj,Lisa|##built|##a|##house|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.556559|-10.646065|-8.375908|-8.919365|-7.471115|-10.258804|-11.007652|-7.059967|-8.603661|-6.113991|-12.341187|-11.970367|-12.695641,-67.355629,5
16_house_negated,Lisa didn't build a house and it is the most beautiful building I have ever seen.,negated,it,Lisa|##didn|'t|##build|##a|##house|##and|##it|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-11.556559|-15.123001|-10.955338|-10.417305|-9.31916|-8.926529|-7.2102966|-10.66642|-9.427322|-8.312393|-8.6024475|-6.9375|-7.842453|-11.221802|-9.716927|-6.3572693|-9.62178|-11.276665|-12.612534,-99.9829788,7
16_house_negated,Lisa didn't build a house and it's not a big deal.,negated,subj,Lisa|##didn|'t|##build|##a|##house|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.556559|-15.123001|-10.955338|-10.417305|-9.31916|-8.926529|-7.2102966|-10.66642|-11.009979|-7.5943604|-8.326431|-6.427719|-12.775574|-11.556366|-12.772438,-68.3568494,7
16_house_know,I know that Lisa built a house. It is the most beautiful building I have ever seen.,know,it,I|##know|##that|##Lisa|##built|##a|##house|.|##It|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-6.365837|-11.137939|-8.828041|-9.679138|-11.671753|-15.215233|-9.342651|-8.611549|-9.378593|-6.542595|-7.995491|-10.937744|-10.53997|-6.0672455|-9.99527|-11.841476|-12.7936325,-106.4678175,8
16_house_know,I know that Lisa built a house. It's not a big deal.,know,subj,I|##know|##that|##Lisa|##built|##a|##house|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-6.365837|-11.137939|-8.828041|-9.679138|-11.671753|-15.215233|-12.008476|-7.339058|-8.495338|-6.549217|-13.948158|-12.002319|-12.893387,-75.55779899999999,8
16_house_doubt,I doubt that Lisa built a house. It is the most beautiful building I have ever seen.,doubt,it,I|##doubt|##that|##Lisa|##built|##a|##house|.|##It|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-6.045395|-10.787048|-8.673172|-9.1985855|-11.83754|-15.398079|-9.830734|-8.428329|-8.302467|-6.873314|-8.0709|-11.231865|-10.284714|-6.2766113|-9.701599|-11.733261|-12.787872,-106.1318733,8
16_house_doubt,I doubt that Lisa built a house. It's not a big deal.,doubt,subj,I|##doubt|##that|##Lisa|##built|##a|##house|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-6.045395|-10.787048|-8.673172|-9.1985855|-11.83754|-15.398079|-12.333702|-7.890106|-8.59687|-7.014244|-14.1169815|-11.996826|-12.933563,-77.3468085,8
16_house_modal,Lisa wants to build a house and it is the most beautiful building I have ever seen.,modal,it,Lisa|##wants|##to|##build|##a|##house|##and|##it|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-11.556559|-12.389389|-8.798294|-10.726929|-7.8223343|-8.9453125|-6.984131|-10.652039|-9.292061|-8.136108|-8.744148|-6.8660355|-8.123199|-10.636818|-9.370377|-6.0369415|-9.606781|-11.234558|-12.461151,-98.69906599999999,7
16_house_modal,Lisa wants to build a house and it's not a big deal.,modal,subj,Lisa|##wants|##to|##build|##a|##house|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.556559|-12.389389|-8.798294|-10.726929|-7.8223343|-8.9453125|-6.984131|-10.652039|-10.689491|-7.5720825|-8.597565|-7.0351562|-12.13472|-11.506973|-12.613457,-68.18802670000001,7
16_house_managed,Lisa managed to build a house. It is the most beautiful building I have ever seen.,managed,it,Lisa|##managed|##to|##build|##a|##house|.|##It|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-11.556559|-11.11541|-9.159546|-10.045586|-8.169922|-9.01741|-11.797249|-15.176674|-9.216858|-8.178307|-9.243462|-6.7814484|-7.929474|-11.335159|-10.168938|-6.3966446|-9.160942|-12.07576|-12.651604,-105.663667,7
16_house_managed,Lisa managed to build a house. It's not a big deal.,managed,subj,Lisa|##managed|##to|##build|##a|##house|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.556559|-11.11541|-9.159546|-10.045586|-8.169922|-9.01741|-11.797249|-15.176674|-11.633644|-7.8028793|-8.738487|-6.7055054|-13.091011|-12.462265|-12.806305,-75.6104657,7
16_house_failed,Lisa failed to build a house. It is the most beautiful building I have ever seen.,failed,it,Lisa|##failed|##to|##build|##a|##house|.|##It|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-11.556559|-10.5858345|-9.432968|-9.930801|-8.825554|-8.229919|-11.234268|-15.382317|-9.400139|-8.184456|-8.613144|-6.80645|-8.193985|-11.286751|-10.290344|-6.2702484|-9.224838|-11.799767|-12.51046,-105.4524394,7
16_house_failed,Lisa failed to build a house. It's not a big deal.,failed,subj,Lisa|##failed|##to|##build|##a|##house|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.556559|-10.5858345|-9.432968|-9.930801|-8.825554|-8.229919|-11.234268|-15.382317|-11.903496|-8.123871|-8.734016|-7.269043|-13.262787|-11.911575|-12.718971,-76.587105,7
