id,sentence,type,pronoun,tokens,log_probs,continuation_log_prob,critical_token_idx
15_bone_know,I know that David discovered a bone on his archeological expedition. It likely belonged to an extinct bird species.,know,it,I|##know|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-6.8382797|-12.990397|-9.18753|-5.6362224|-9.543537|-9.595243|-11.632023|-16.476425|-10.42315|-10.259481|-14.288183|-9.845006|-12.637274|-9.904097|-5.7501936|-6.110915|-7.7911654|-8.643637|-10.272477|-12.683429,-85.242948,13
15_bone_know,I know that David discovered a bone on his archeological expedition. It's not a big deal.,know,subj,I|##know|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-6.8382797|-12.990397|-9.18753|-5.6362224|-9.543537|-9.595243|-11.632023|-16.476425|-10.42315|-10.259481|-14.288183|-11.277777|-7.638033|-8.966647|-7.0576916|-13.645336|-10.840862|-12.631996,-73.71452959999999,13
15_bone_doubt,I doubt that David discovered a bone on his archeological expedition. It likely belonged to an extinct bird species.,doubt,it,I|##doubt|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-7.252944|-13.07919|-9.472734|-4.9142833|-9.816304|-9.662257|-11.765082|-16.619877|-11.613048|-10.472681|-14.229094|-8.401278|-12.558274|-9.92036|-6.0741673|-6.068076|-7.778741|-8.927839|-10.252859|-12.720259,-84.21068830000002,13
15_bone_doubt,I doubt that David discovered a bone on his archeological expedition. It's not a big deal.,doubt,subj,I|##doubt|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-7.252944|-13.07919|-9.472734|-4.9142833|-9.816304|-9.662257|-11.765082|-16.619877|-11.613048|-10.472681|-14.229094|-11.024029|-8.083153|-9.623253|-7.6509356|-13.772272|-10.7200985|-12.666679,-75.10283510000001,13
15_bone_modal,David wants to discover a bone on his archeological expedition and it likely belonged to an extinct bird species.,modal,it,David|##wants|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-11.828095|-12.72628|-8.664257|-12.781494|-9.650175|-5.182879|-9.639605|-10.144624|-12.286422|-15.116123|-11.047236|-7.3998785|-9.436843|-8.955521|-11.661091|-9.767665|-5.970464|-6.0228195|-8.556175|-8.960371|-10.500058|-12.69644,-79.83100749999998,12
15_bone_modal,David wants to discover a bone on his archeological expedition and it's not a big deal.,modal,subj,David|##wants|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.828095|-12.72628|-8.664257|-12.781494|-9.650175|-5.182879|-9.639605|-10.144624|-12.286422|-15.116123|-11.047236|-7.3998785|-9.436843|-10.584467|-8.12299|-9.15974|-7.114195|-12.542055|-10.71682|-12.637509,-67.67711,12
15_bone_managed,David managed to discover a bone on his archeological expedition. It likely belonged to an extinct bird species.,managed,it,David|##managed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-11.828095|-12.4973|-8.756187|-14.0825205|-9.056656|-6.0444636|-9.470043|-9.941277|-12.13631|-15.842411|-10.043222|-10.548386|-14.529937|-10.02878|-11.702732|-10.128534|-5.7599807|-5.904115|-7.695323|-8.3194475|-10.416951|-12.6389,-84.48580019999999,12
15_bone_managed,David managed to discover a bone on his archeological expedition. It's not a big deal.,managed,subj,David|##managed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.828095|-12.4973|-8.756187|-14.0825205|-9.056656|-6.0444636|-9.470043|-9.941277|-12.13631|-15.842411|-10.043222|-10.548386|-14.529937|-11.339789|-8.087193|-8.934563|-7.492921|-13.159672|-11.265707|-12.609291,-74.809782,12
15_bone_failed,David failed to discover a bone on his archeological expedition. It likely belonged to an extinct bird species.,failed,it,David|##failed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-11.828095|-10.032555|-8.798601|-14.140896|-9.70215|-5.524701|-9.462132|-10.011494|-12.593932|-14.947758|-10.893575|-10.029799|-14.471157|-8.827144|-12.000158|-9.950667|-5.5898647|-5.950009|-7.9146767|-8.829196|-10.180075|-12.522781,-83.7129474,12
15_bone_failed,David failed to discover a bone on his archeological expedition. It's not a big deal.,failed,subj,David|##failed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.828095|-10.032555|-8.798601|-14.140896|-9.70215|-5.524701|-9.462132|-10.011494|-12.593932|-14.947758|-10.893575|-10.029799|-14.471157|-10.774149|-7.9602194|-9.603167|-7.835067|-13.565939|-10.697096|-12.482173,-74.90679440000001,12
16_house_affirmative,Lisa built a house and it is the most beautiful building I have ever seen.,affirmative,it,Lisa|##built|##a|##house|##and|##it|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-10.467635|-11.443664|-8.618593|-8.980778|-6.7158484|-10.180532|-8.99006|-8.728593|-8.8572235|-8.083578|-9.655489|-10.812983|-10.568517|-7.2200537|-11.788727|-9.959912|-12.751266,-104.84566819999999,5
16_house_affirmative,Lisa built a house and it's not a big deal.,affirmative,subj,Lisa|##built|##a|##house|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.467635|-11.443664|-8.618593|-8.980778|-6.7158484|-10.180532|-10.038472|-7.3289037|-8.746574|-6.3925815|-12.937176|-10.3878355|-12.67825,-66.0120747,5
16_house_negated,Lisa didn't build a house and it is the most beautiful building I have ever seen.,negated,it,Lisa|##didn|'t|##build|##a|##house|##and|##it|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-10.467635|-13.932581|-11.731144|-12.20187|-9.252651|-10.577111|-7.305125|-9.989126|-8.62524|-8.363629|-8.426987|-8.113264|-9.307265|-10.704767|-10.668661|-7.4895926|-11.540039|-9.869875|-12.782791,-103.09844560000002,7
16_house_negated,Lisa didn't build a house and it's not a big deal.,negated,subj,Lisa|##didn|'t|##build|##a|##house|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.467635|-13.932581|-11.731144|-12.20187|-9.252651|-10.577111|-7.305125|-9.989126|-10.454092|-7.68027|-9.188213|-7.4457684|-13.4583435|-10.399656|-12.754572,-68.6154689,7
16_house_know,I know that Lisa built a house. It is the most beautiful building I have ever seen.,know,it,I|##know|##that|##Lisa|##built|##a|##house|.|##It|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-5.8276854|-10.927808|-8.751206|-9.952804|-10.131411|-14.388201|-9.371088|-8.780661|-9.149255|-8.018737|-10.32343|-10.94507|-11.580829|-7.476061|-12.582448|-10.449194|-12.836135,-113.064974,8
16_house_know,I know that Lisa built a house. It's not a big deal.,know,subj,I|##know|##that|##Lisa|##built|##a|##house|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-5.8276854|-10.927808|-8.751206|-9.952804|-10.131411|-14.388201|-11.024394|-7.334775|-8.815882|-6.5541635|-13.5340605|-10.598299|-12.804258,-72.249775,8
16_house_doubt,I doubt that Lisa built a house. It is the most beautiful building I have ever seen.,doubt,it,I|##doubt|##that|##Lisa|##built|##a|##house|.|##It|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-6.1359773|-11.194773|-8.944352|-9.405595|-10.145885|-14.125422|-9.285051|-8.421816|-8.202528|-8.277565|-8.687637|-10.9141865|-11.134951|-7.723665|-11.194386|-10.230061|-12.819276,-108.1972685,8
16_house_doubt,I doubt that Lisa built a house. It's not a big deal.,doubt,subj,I|##doubt|##that|##Lisa|##built|##a|##house|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-6.1359773|-11.194773|-8.944352|-9.405595|-10.145885|-14.125422|-10.790255|-7.6776233|-9.279245|-6.938313|-13.718557|-10.504652|-12.791522,-73.0340673,8
16_house_modal,Lisa wants to build a house and it is the most beautiful building I have ever seen.,modal,it,Lisa|##wants|##to|##build|##a|##house|##and|##it|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-10.467635|-11.920947|-8.364164|-12.312426|-8.711692|-10.188664|-7.143415|-9.902517|-9.173189|-8.525641|-8.374686|-7.968825|-7.974863|-10.969548|-11.079053|-7.3161774|-11.283316|-10.236967|-12.66843,-102.8047824,7
16_house_modal,Lisa wants to build a house and it's not a big deal.,modal,subj,Lisa|##wants|##to|##build|##a|##house|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.467635|-11.920947|-8.364164|-12.312426|-8.711692|-10.188664|-7.143415|-9.902517|-10.785907|-7.9348803|-8.91258|-6.773406|-12.835431|-10.782057|-12.662041,-67.9267783,7
16_house_managed,Lisa managed to build a house. It is the most beautiful building I have ever seen.,managed,it,Lisa|##managed|##to|##build|##a|##house|.|##It|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-10.467635|-12.259505|-8.676853|-12.313859|-8.652742|-9.593595|-10.618746|-14.855946|-9.112925|-8.925745|-8.207874|-8.176807|-9.318553|-11.023119|-10.723484|-7.617893|-11.583222|-10.530657|-12.565205,-110.07622500000001,7
16_house_managed,Lisa managed to build a house. It's not a big deal.,managed,subj,Lisa|##managed|##to|##build|##a|##house|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.467635|-12.259505|-8.676853|-12.313859|-8.652742|-9.593595|-10.618746|-14.855946|-10.760474|-7.626174|-9.102383|-6.6921086|-13.28811|-11.136593|-12.559993,-73.4617886,7
16_house_failed,Lisa failed to build a house. It is the most beautiful building I have ever seen.,failed,it,Lisa|##failed|##to|##build|##a|##house|.|##It|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-10.467635|-10.406096|-9.221946|-11.864896|-9.270032|-9.592559|-10.255283|-14.830119|-8.677503|-8.816614|-8.395366|-7.963123|-8.563019|-10.8677635|-10.852979|-7.4312468|-11.504519|-10.187095|-12.552765,-108.0893473,7
16_house_failed,Lisa failed to build a house. It's not a big deal.,failed,subj,Lisa|##failed|##to|##build|##a|##house|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.467635|-10.406096|-9.221946|-11.864896|-9.270032|-9.592559|-10.255283|-14.830119|-10.766703|-7.752276|-9.567146|-7.834707|-13.722139|-10.675231|-12.561446,-75.148321,7
