sentence,type,pronoun,preferred
Jennifer didn't destroy an oldtimer. It required a special cable.,negation,1,0
Richard destroyed an oldtimer. The oldtimer's rear mirror was dirty.,negation,0,1
Richard didn't destroy an oldtimer. The oldtimer's rear mirror was dirty.,negation,0,0
Richard destroyed an oldtimer. Its rear mirror was dirty.,negation,1,1
Richard didn't destroy an oldtimer. Its rear mirror was dirty.,negation,1,0
Barbara destroyed an oldtimer. The oldtimer made squeaky noises.,negation,0,1
Barbara didn't destroy an oldtimer. The oldtimer made squeaky noises.,negation,0,0
Barbara destroyed an oldtimer. It made squeaky noises.,negation,1,1
Barbara didn't destroy an oldtimer. It made squeaky noises.,negation,1,0
Elizabeth stole an oldtimer. The oldtimer was blue.,negation,0,1
Elizabeth didn't steal an oldtimer. The oldtimer was blue.,negation,0,0
Elizabeth stole an oldtimer. It was blue.,negation,1,1
Elizabeth didn't steal an oldtimer. It was blue.,negation,1,0
Mary stole an oldtimer. The oldtimer was fast.,negation,0,1
Mary didn't steal an oldtimer. The oldtimer was fast.,negation,0,0
Mary stole an oldtimer. It was fast.,negation,1,1
Mary didn't steal an oldtimer. It was fast.,negation,1,0
Karen stole an oldtimer. The oldtimer was slow.,negation,0,1
Karen didn't steal an oldtimer. The oldtimer was slow.,negation,0,0
Karen stole an oldtimer. It was slow.,negation,1,1
Karen didn't steal an oldtimer. It was slow.,negation,1,0
Joseph stole an oldtimer. The oldtimer was eco-friendly.,negation,0,1
Joseph didn't steal an oldtimer. The oldtimer was eco-friendly.,negation,0,0
Joseph stole an oldtimer. It was eco-friendly.,negation,1,1
Joseph didn't steal an oldtimer. It was eco-friendly.,negation,1,0
Mary stole an oldtimer. The oldtimer was expensive.,negation,0,1
Mary didn't steal an oldtimer. The oldtimer was expensive.,negation,0,0
Mary stole an oldtimer. It was expensive.,negation,1,1
Mary didn't steal an oldtimer. It was expensive.,negation,1,0
Bob stole an oldtimer. The oldtimer had a flat tire.,negation,0,1
Bob didn't steal an oldtimer. The oldtimer had a flat tire.,negation,0,0
Bob stole an oldtimer. It had a flat tire.,negation,1,1
Bob didn't steal an oldtimer. It had a flat tire.,negation,1,0
Barbara stole an oldtimer. The oldtimer could seat multiple people.,negation,0,1
Barbara didn't steal an oldtimer. The oldtimer could seat multiple people.,negation,0,0
Barbara stole an oldtimer. It could seat multiple people.,negation,1,1
Barbara didn't steal an oldtimer. It could seat multiple people.,negation,1,0
Michael stole an oldtimer. The oldtimer required a special cable.,negation,0,1
Michael didn't steal an oldtimer. The oldtimer required a special cable.,negation,0,0
Michael stole an oldtimer. It required a special cable.,negation,1,1
Michael didn't steal an oldtimer. It required a special cable.,negation,1,0
Mary stole an oldtimer. The oldtimer's rear mirror was dirty.,negation,0,1
Mary didn't steal an oldtimer. The oldtimer's rear mirror was dirty.,negation,0,0
Mary stole an oldtimer. Its rear mirror was dirty.,negation,1,1
Mary didn't steal an oldtimer. Its rear mirror was dirty.,negation,1,0
Richard stole an oldtimer. The oldtimer made squeaky noises.,negation,0,1
Richard didn't steal an oldtimer. The oldtimer made squeaky noises.,negation,0,0
Richard stole an oldtimer. It made squeaky noises.,negation,1,1
Richard didn't steal an oldtimer. It made squeaky noises.,negation,1,0
Chris donated an oldtimer. The oldtimer was blue.,negation,0,1
Chris didn't donate an oldtimer. The oldtimer was blue.,negation,0,0
Chris donated an oldtimer. It was blue.,negation,1,1
Chris didn't donate an oldtimer. It was blue.,negation,1,0
David donated an oldtimer. The oldtimer was fast.,negation,0,1
David didn't donate an oldtimer. The oldtimer was fast.,negation,0,0
David donated an oldtimer. It was fast.,negation,1,1
David didn't donate an oldtimer. It was fast.,negation,1,0
Michael donated an oldtimer. The oldtimer was slow.,negation,0,1
Michael didn't donate an oldtimer. The oldtimer was slow.,negation,0,0
Michael donated an oldtimer. It was slow.,negation,1,1
Michael didn't donate an oldtimer. It was slow.,negation,1,0
Bob donated an oldtimer. The oldtimer was eco-friendly.,negation,0,1
Bob didn't donate an oldtimer. The oldtimer was eco-friendly.,negation,0,0
Bob donated an oldtimer. It was eco-friendly.,negation,1,1
Bob didn't donate an oldtimer. It was eco-friendly.,negation,1,0
David donated an oldtimer. The oldtimer was expensive.,negation,0,1
David didn't donate an oldtimer. The oldtimer was expensive.,negation,0,0
David donated an oldtimer. It was expensive.,negation,1,1
David didn't donate an oldtimer. It was expensive.,negation,1,0
Barbara donated an oldtimer. The oldtimer had a flat tire.,negation,0,1
Barbara didn't donate an oldtimer. The oldtimer had a flat tire.,negation,0,0
Barbara donated an oldtimer. It had a flat tire.,negation,1,1
Barbara didn't donate an oldtimer. It had a flat tire.,negation,1,0
James donated an oldtimer. The oldtimer could seat multiple people.,negation,0,1
James didn't donate an oldtimer. The oldtimer could seat multiple people.,negation,0,0
James donated an oldtimer. It could seat multiple people.,negation,1,1
James didn't donate an oldtimer. It could seat multiple people.,negation,1,0
Karen donated an oldtimer. The oldtimer required a special cable.,negation,0,1
Karen didn't donate an oldtimer. The oldtimer required a special cable.,negation,0,0
Karen donated an oldtimer. It required a special cable.,negation,1,1
Karen didn't donate an oldtimer. It required a special cable.,negation,1,0
Sarah donated an oldtimer. The oldtimer's rear mirror was dirty.,negation,0,1
Sarah didn't donate an oldtimer. The oldtimer's rear mirror was dirty.,negation,0,0
Sarah donated an oldtimer. Its rear mirror was dirty.,negation,1,1
Sarah didn't donate an oldtimer. Its rear mirror was dirty.,negation,1,0
Joseph donated an oldtimer. The oldtimer made squeaky noises.,negation,0,1
Joseph didn't donate an oldtimer. The oldtimer made squeaky noises.,negation,0,0
Joseph donated an oldtimer. It made squeaky noises.,negation,1,1
Joseph didn't donate an oldtimer. It made squeaky noises.,negation,1,0
David repaired an oldtimer. The oldtimer was blue.,negation,0,1
David didn't repair an oldtimer. The oldtimer was blue.,negation,0,0
David repaired an oldtimer. It was blue.,negation,1,1
David didn't repair an oldtimer. It was blue.,negation,1,0
Sarah repaired an oldtimer. The oldtimer was fast.,negation,0,1
Sarah didn't repair an oldtimer. The oldtimer was fast.,negation,0,0
Sarah repaired an oldtimer. It was fast.,negation,1,1
Sarah didn't repair an oldtimer. It was fast.,negation,1,0
Susan repaired an oldtimer. The oldtimer was slow.,negation,0,1
Susan didn't repair an oldtimer. The oldtimer was slow.,negation,0,0
Susan repaired an oldtimer. It was slow.,negation,1,1
Susan didn't repair an oldtimer. It was slow.,negation,1,0
Richard repaired an oldtimer. The oldtimer was eco-friendly.,negation,0,1
Richard didn't repair an oldtimer. The oldtimer was eco-friendly.,negation,0,0
Richard repaired an oldtimer. It was eco-friendly.,negation,1,1
Richard didn't repair an oldtimer. It was eco-friendly.,negation,1,0
Bill repaired an oldtimer. The oldtimer was expensive.,negation,0,1
Bill didn't repair an oldtimer. The oldtimer was expensive.,negation,0,0
Bill repaired an oldtimer. It was expensive.,negation,1,1
Bill didn't repair an oldtimer. It was expensive.,negation,1,0
John repaired an oldtimer. The oldtimer had a flat tire.,negation,0,1
John didn't repair an oldtimer. The oldtimer had a flat tire.,negation,0,0
John repaired an oldtimer. It had a flat tire.,negation,1,1
John didn't repair an oldtimer. It had a flat tire.,negation,1,0
John repaired an oldtimer. The oldtimer could seat multiple people.,negation,0,1
John didn't repair an oldtimer. The oldtimer could seat multiple people.,negation,0,0
John repaired an oldtimer. It could seat multiple people.,negation,1,1
John didn't repair an oldtimer. It could seat multiple people.,negation,1,0
Susan repaired an oldtimer. The oldtimer required a special cable.,negation,0,1
Susan didn't repair an oldtimer. The oldtimer required a special cable.,negation,0,0
Susan repaired an oldtimer. It required a special cable.,negation,1,1
Susan didn't repair an oldtimer. It required a special cable.,negation,1,0
David repaired an oldtimer. The oldtimer's rear mirror was dirty.,negation,0,1
David didn't repair an oldtimer. The oldtimer's rear mirror was dirty.,negation,0,0
David repaired an oldtimer. Its rear mirror was dirty.,negation,1,1
David didn't repair an oldtimer. Its rear mirror was dirty.,negation,1,0
Jessica repaired an oldtimer. The oldtimer made squeaky noises.,negation,0,1
Jessica didn't repair an oldtimer. The oldtimer made squeaky noises.,negation,0,0
Jessica repaired an oldtimer. It made squeaky noises.,negation,1,1
Jessica didn't repair an oldtimer. It made squeaky noises.,negation,1,0
John ruined an oldtimer. The oldtimer was blue.,negation,0,1
John didn't ruin an oldtimer. The oldtimer was blue.,negation,0,0
John ruined an oldtimer. It was blue.,negation,1,1
John didn't ruin an oldtimer. It was blue.,negation,1,0
David ruined an oldtimer. The oldtimer was fast.,negation,0,1
David didn't ruin an oldtimer. The oldtimer was fast.,negation,0,0
David ruined an oldtimer. It was fast.,negation,1,1
David didn't ruin an oldtimer. It was fast.,negation,1,0
Bill ruined an oldtimer. The oldtimer was slow.,negation,0,1
Bill didn't ruin an oldtimer. The oldtimer was slow.,negation,0,0
Bill ruined an oldtimer. It was slow.,negation,1,1
Bill didn't ruin an oldtimer. It was slow.,negation,1,0
Linda ruined an oldtimer. The oldtimer was eco-friendly.,negation,0,1
Linda didn't ruin an oldtimer. The oldtimer was eco-friendly.,negation,0,0
Linda ruined an oldtimer. It was eco-friendly.,negation,1,1
Linda didn't ruin an oldtimer. It was eco-friendly.,negation,1,0
Karen ruined an oldtimer. The oldtimer was expensive.,negation,0,1
Karen didn't ruin an oldtimer. The oldtimer was expensive.,negation,0,0
Karen ruined an oldtimer. It was expensive.,negation,1,1
Karen didn't ruin an oldtimer. It was expensive.,negation,1,0
Elizabeth ruined an oldtimer. The oldtimer had a flat tire.,negation,0,1
Elizabeth didn't ruin an oldtimer. The oldtimer had a flat tire.,negation,0,0
Elizabeth ruined an oldtimer. It had a flat tire.,negation,1,1
Elizabeth didn't ruin an oldtimer. It had a flat tire.,negation,1,0
John ruined an oldtimer. The oldtimer could seat multiple people.,negation,0,1
John didn't ruin an oldtimer. The oldtimer could seat multiple people.,negation,0,0
John ruined an oldtimer. It could seat multiple people.,negation,1,1
John didn't ruin an oldtimer. It could seat multiple people.,negation,1,0
David ruined an oldtimer. The oldtimer required a special cable.,negation,0,1
David didn't ruin an oldtimer. The oldtimer required a special cable.,negation,0,0
David ruined an oldtimer. It required a special cable.,negation,1,1
David didn't ruin an oldtimer. It required a special cable.,negation,1,0
Chris ruined an oldtimer. The oldtimer's rear mirror was dirty.,negation,0,1
Chris didn't ruin an oldtimer. The oldtimer's rear mirror was dirty.,negation,0,0
Chris ruined an oldtimer. Its rear mirror was dirty.,negation,1,1
Chris didn't ruin an oldtimer. Its rear mirror was dirty.,negation,1,0
Nancy ruined an oldtimer. The oldtimer made squeaky noises.,negation,0,1
Nancy didn't ruin an oldtimer. The oldtimer made squeaky noises.,negation,0,0
Nancy ruined an oldtimer. It made squeaky noises.,negation,1,1
Nancy didn't ruin an oldtimer. It made squeaky noises.,negation,1,0
Michael bought a limousine. The limousine was blue.,negation,0,1
Michael didn't buy a limousine. The limousine was blue.,negation,0,0
Michael bought a limousine. It was blue.,negation,1,1
Michael didn't buy a limousine. It was blue.,negation,1,0
Michael bought a limousine. The limousine was fast.,negation,0,1
Michael didn't buy a limousine. The limousine was fast.,negation,0,0
Michael bought a limousine. It was fast.,negation,1,1
Michael didn't buy a limousine. It was fast.,negation,1,0
Mary bought a limousine. The limousine was slow.,negation,0,1
Mary didn't buy a limousine. The limousine was slow.,negation,0,0
Mary bought a limousine. It was slow.,negation,1,1
Mary didn't buy a limousine. It was slow.,negation,1,0
Susan bought a limousine. The limousine was eco-friendly.,negation,0,1
Susan didn't buy a limousine. The limousine was eco-friendly.,negation,0,0
Susan bought a limousine. It was eco-friendly.,negation,1,1
Susan didn't buy a limousine. It was eco-friendly.,negation,1,0
Sarah bought a limousine. The limousine was expensive.,negation,0,1
Sarah didn't buy a limousine. The limousine was expensive.,negation,0,0
Sarah bought a limousine. It was expensive.,negation,1,1
Sarah didn't buy a limousine. It was expensive.,negation,1,0
John bought a limousine. The limousine had a flat tire.,negation,0,1
John didn't buy a limousine. The limousine had a flat tire.,negation,0,0
John bought a limousine. It had a flat tire.,negation,1,1
John didn't buy a limousine. It had a flat tire.,negation,1,0
Karen bought a limousine. The limousine could seat multiple people.,negation,0,1
Karen didn't buy a limousine. The limousine could seat multiple people.,negation,0,0
Karen bought a limousine. It could seat multiple people.,negation,1,1
Karen didn't buy a limousine. It could seat multiple people.,negation,1,0
Jennifer bought a limousine. The limousine required a special cable.,negation,0,1
Jennifer didn't buy a limousine. The limousine required a special cable.,negation,0,0
Jennifer bought a limousine. It required a special cable.,negation,1,1
Jennifer didn't buy a limousine. It required a special cable.,negation,1,0
David bought a limousine. The limousine's rear mirror was dirty.,negation,0,1
David didn't buy a limousine. The limousine's rear mirror was dirty.,negation,0,0
David bought a limousine. Its rear mirror was dirty.,negation,1,1
David didn't buy a limousine. Its rear mirror was dirty.,negation,1,0
Susan bought a limousine. The limousine made squeaky noises.,negation,0,1
Susan didn't buy a limousine. The limousine made squeaky noises.,negation,0,0
Susan bought a limousine. It made squeaky noises.,negation,1,1
Susan didn't buy a limousine. It made squeaky noises.,negation,1,0
Jennifer rented a limousine. The limousine was blue.,negation,0,1
Jennifer didn't rent a limousine. The limousine was blue.,negation,0,0
Jennifer rented a limousine. It was blue.,negation,1,1
Jennifer didn't rent a limousine. It was blue.,negation,1,0
Michael rented a limousine. The limousine was fast.,negation,0,1
Michael didn't rent a limousine. The limousine was fast.,negation,0,0
Michael rented a limousine. It was fast.,negation,1,1
Michael didn't rent a limousine. It was fast.,negation,1,0
Barbara rented a limousine. The limousine was slow.,negation,0,1
Barbara didn't rent a limousine. The limousine was slow.,negation,0,0
Barbara rented a limousine. It was slow.,negation,1,1
Barbara didn't rent a limousine. It was slow.,negation,1,0
Joseph rented a limousine. The limousine was eco-friendly.,negation,0,1
Joseph didn't rent a limousine. The limousine was eco-friendly.,negation,0,0
Joseph rented a limousine. It was eco-friendly.,negation,1,1
Joseph didn't rent a limousine. It was eco-friendly.,negation,1,0
Thomas rented a limousine. The limousine was expensive.,negation,0,1
Thomas didn't rent a limousine. The limousine was expensive.,negation,0,0
Thomas rented a limousine. It was expensive.,negation,1,1
Thomas didn't rent a limousine. It was expensive.,negation,1,0
Elizabeth rented a limousine. The limousine had a flat tire.,negation,0,1
Elizabeth didn't rent a limousine. The limousine had a flat tire.,negation,0,0
Elizabeth rented a limousine. It had a flat tire.,negation,1,1
Elizabeth didn't rent a limousine. It had a flat tire.,negation,1,0
Bill rented a limousine. The limousine could seat multiple people.,negation,0,1
Bill didn't rent a limousine. The limousine could seat multiple people.,negation,0,0
Bill rented a limousine. It could seat multiple people.,negation,1,1
Bill didn't rent a limousine. It could seat multiple people.,negation,1,0
Jennifer rented a limousine. The limousine required a special cable.,negation,0,1
Jennifer didn't rent a limousine. The limousine required a special cable.,negation,0,0
Jennifer rented a limousine. It required a special cable.,negation,1,1
Jennifer didn't rent a limousine. It required a special cable.,negation,1,0
David rented a limousine. The limousine's rear mirror was dirty.,negation,0,1
David didn't rent a limousine. The limousine's rear mirror was dirty.,negation,0,0
David rented a limousine. Its rear mirror was dirty.,negation,1,1
David didn't rent a limousine. Its rear mirror was dirty.,negation,1,0
James rented a limousine. The limousine made squeaky noises.,negation,0,1
James didn't rent a limousine. The limousine made squeaky noises.,negation,0,0
James rented a limousine. It made squeaky noises.,negation,1,1
James didn't rent a limousine. It made squeaky noises.,negation,1,0
Susan fixed a limousine. The limousine was blue.,negation,0,1
Susan didn't fix a limousine. The limousine was blue.,negation,0,0
Susan fixed a limousine. It was blue.,negation,1,1
Susan didn't fix a limousine. It was blue.,negation,1,0
Joseph fixed a limousine. The limousine was fast.,negation,0,1
Joseph didn't fix a limousine. The limousine was fast.,negation,0,0
Joseph fixed a limousine. It was fast.,negation,1,1
Joseph didn't fix a limousine. It was fast.,negation,1,0
Chris fixed a limousine. The limousine was slow.,negation,0,1
Chris didn't fix a limousine. The limousine was slow.,negation,0,0
Chris fixed a limousine. It was slow.,negation,1,1
Chris didn't fix a limousine. It was slow.,negation,1,0
Barbara fixed a limousine. The limousine was eco-friendly.,negation,0,1
Barbara didn't fix a limousine. The limousine was eco-friendly.,negation,0,0
Barbara fixed a limousine. It was eco-friendly.,negation,1,1
Barbara didn't fix a limousine. It was eco-friendly.,negation,1,0
Linda fixed a limousine. The limousine was expensive.,negation,0,1
Linda didn't fix a limousine. The limousine was expensive.,negation,0,0
Linda fixed a limousine. It was expensive.,negation,1,1
Linda didn't fix a limousine. It was expensive.,negation,1,0
Mary fixed a limousine. The limousine had a flat tire.,negation,0,1
Mary didn't fix a limousine. The limousine had a flat tire.,negation,0,0
Mary fixed a limousine. It had a flat tire.,negation,1,1
Mary didn't fix a limousine. It had a flat tire.,negation,1,0
Karen fixed a limousine. The limousine could seat multiple people.,negation,0,1
Karen didn't fix a limousine. The limousine could seat multiple people.,negation,0,0
Karen fixed a limousine. It could seat multiple people.,negation,1,1
Karen didn't fix a limousine. It could seat multiple people.,negation,1,0
Bill fixed a limousine. The limousine required a special cable.,negation,0,1
Bill didn't fix a limousine. The limousine required a special cable.,negation,0,0
Bill fixed a limousine. It required a special cable.,negation,1,1
Bill didn't fix a limousine. It required a special cable.,negation,1,0
Susan fixed a limousine. The limousine's rear mirror was dirty.,negation,0,1
Susan didn't fix a limousine. The limousine's rear mirror was dirty.,negation,0,0
Susan fixed a limousine. Its rear mirror was dirty.,negation,1,1
Susan didn't fix a limousine. Its rear mirror was dirty.,negation,1,0
Barbara fixed a limousine. The limousine made squeaky noises.,negation,0,1
Barbara didn't fix a limousine. The limousine made squeaky noises.,negation,0,0
Barbara fixed a limousine. It made squeaky noises.,negation,1,1
Barbara didn't fix a limousine. It made squeaky noises.,negation,1,0
Sarah leased a limousine. The limousine was blue.,negation,0,1
Sarah didn't lease a limousine. The limousine was blue.,negation,0,0
Sarah leased a limousine. It was blue.,negation,1,1
Sarah didn't lease a limousine. It was blue.,negation,1,0
Joseph leased a limousine. The limousine was fast.,negation,0,1
Joseph didn't lease a limousine. The limousine was fast.,negation,0,0
Joseph leased a limousine. It was fast.,negation,1,1
Joseph didn't lease a limousine. It was fast.,negation,1,0
James leased a limousine. The limousine was slow.,negation,0,1
James didn't lease a limousine. The limousine was slow.,negation,0,0
James leased a limousine. It was slow.,negation,1,1
James didn't lease a limousine. It was slow.,negation,1,0
Thomas leased a limousine. The limousine was eco-friendly.,negation,0,1
Thomas didn't lease a limousine. The limousine was eco-friendly.,negation,0,0
Thomas leased a limousine. It was eco-friendly.,negation,1,1
Thomas didn't lease a limousine. It was eco-friendly.,negation,1,0
James leased a limousine. The limousine was expensive.,negation,0,1
James didn't lease a limousine. The limousine was expensive.,negation,0,0
James leased a limousine. It was expensive.,negation,1,1
James didn't lease a limousine. It was expensive.,negation,1,0
Bill leased a limousine. The limousine had a flat tire.,negation,0,1
Bill didn't lease a limousine. The limousine had a flat tire.,negation,0,0
Bill leased a limousine. It had a flat tire.,negation,1,1
Bill didn't lease a limousine. It had a flat tire.,negation,1,0
Elizabeth leased a limousine. The limousine could seat multiple people.,negation,0,1
Elizabeth didn't lease a limousine. The limousine could seat multiple people.,negation,0,0
Elizabeth leased a limousine. It could seat multiple people.,negation,1,1
Elizabeth didn't lease a limousine. It could seat multiple people.,negation,1,0
Bob leased a limousine. The limousine required a special cable.,negation,0,1
Bob didn't lease a limousine. The limousine required a special cable.,negation,0,0
Bob leased a limousine. It required a special cable.,negation,1,1
Bob didn't lease a limousine. It required a special cable.,negation,1,0
Elizabeth leased a limousine. The limousine's rear mirror was dirty.,negation,0,1
Elizabeth didn't lease a limousine. The limousine's rear mirror was dirty.,negation,0,0
Elizabeth leased a limousine. Its rear mirror was dirty.,negation,1,1
Elizabeth didn't lease a limousine. Its rear mirror was dirty.,negation,1,0
Linda leased a limousine. The limousine made squeaky noises.,negation,0,1
Linda didn't lease a limousine. The limousine made squeaky noises.,negation,0,0
Linda leased a limousine. It made squeaky noises.,negation,1,1
Linda didn't lease a limousine. It made squeaky noises.,negation,1,0
Jennifer acquired a limousine. The limousine was blue.,negation,0,1
Jennifer didn't acquire a limousine. The limousine was blue.,negation,0,0
Jennifer acquired a limousine. It was blue.,negation,1,1
Jennifer didn't acquire a limousine. It was blue.,negation,1,0
Jessica acquired a limousine. The limousine was fast.,negation,0,1
Jessica didn't acquire a limousine. The limousine was fast.,negation,0,0
Jessica acquired a limousine. It was fast.,negation,1,1
Jessica didn't acquire a limousine. It was fast.,negation,1,0
Bill acquired a limousine. The limousine was slow.,negation,0,1
Bill didn't acquire a limousine. The limousine was slow.,negation,0,0
Bill acquired a limousine. It was slow.,negation,1,1
Bill didn't acquire a limousine. It was slow.,negation,1,0
Richard acquired a limousine. The limousine was eco-friendly.,negation,0,1
Richard didn't acquire a limousine. The limousine was eco-friendly.,negation,0,0
Richard acquired a limousine. It was eco-friendly.,negation,1,1
Richard didn't acquire a limousine. It was eco-friendly.,negation,1,0
David acquired a limousine. The limousine was expensive.,negation,0,1
David didn't acquire a limousine. The limousine was expensive.,negation,0,0
David acquired a limousine. It was expensive.,negation,1,1
David didn't acquire a limousine. It was expensive.,negation,1,0
Jennifer acquired a limousine. The limousine had a flat tire.,negation,0,1
Jennifer didn't acquire a limousine. The limousine had a flat tire.,negation,0,0
Jennifer acquired a limousine. It had a flat tire.,negation,1,1
Jennifer didn't acquire a limousine. It had a flat tire.,negation,1,0
Bill acquired a limousine. The limousine could seat multiple people.,negation,0,1
Bill didn't acquire a limousine. The limousine could seat multiple people.,negation,0,0
Bill acquired a limousine. It could seat multiple people.,negation,1,1
Bill didn't acquire a limousine. It could seat multiple people.,negation,1,0
Nancy acquired a limousine. The limousine required a special cable.,negation,0,1
Nancy didn't acquire a limousine. The limousine required a special cable.,negation,0,0
Nancy acquired a limousine. It required a special cable.,negation,1,1
Nancy didn't acquire a limousine. It required a special cable.,negation,1,0
Thomas acquired a limousine. The limousine's rear mirror was dirty.,negation,0,1
Thomas didn't acquire a limousine. The limousine's rear mirror was dirty.,negation,0,0
Thomas acquired a limousine. Its rear mirror was dirty.,negation,1,1
Thomas didn't acquire a limousine. Its rear mirror was dirty.,negation,1,0
Richard acquired a limousine. The limousine made squeaky noises.,negation,0,1
Richard didn't acquire a limousine. The limousine made squeaky noises.,negation,0,0
Richard acquired a limousine. It made squeaky noises.,negation,1,1
Richard didn't acquire a limousine. It made squeaky noises.,negation,1,0
James destroyed a limousine. The limousine was blue.,negation,0,1
James didn't destroy a limousine. The limousine was blue.,negation,0,0
James destroyed a limousine. It was blue.,negation,1,1
James didn't destroy a limousine. It was blue.,negation,1,0
Joseph destroyed a limousine. The limousine was fast.,negation,0,1
Joseph didn't destroy a limousine. The limousine was fast.,negation,0,0
Joseph destroyed a limousine. It was fast.,negation,1,1
Joseph didn't destroy a limousine. It was fast.,negation,1,0
Barbara destroyed a limousine. The limousine was slow.,negation,0,1
Barbara didn't destroy a limousine. The limousine was slow.,negation,0,0
Barbara destroyed a limousine. It was slow.,negation,1,1
Barbara didn't destroy a limousine. It was slow.,negation,1,0
Jessica destroyed a limousine. The limousine was eco-friendly.,negation,0,1
Jessica didn't destroy a limousine. The limousine was eco-friendly.,negation,0,0
Jessica destroyed a limousine. It was eco-friendly.,negation,1,1
Jessica didn't destroy a limousine. It was eco-friendly.,negation,1,0
Thomas destroyed a limousine. The limousine was expensive.,negation,0,1
Thomas didn't destroy a limousine. The limousine was expensive.,negation,0,0
Thomas destroyed a limousine. It was expensive.,negation,1,1
Thomas didn't destroy a limousine. It was expensive.,negation,1,0
Joseph destroyed a limousine. The limousine had a flat tire.,negation,0,1
Joseph didn't destroy a limousine. The limousine had a flat tire.,negation,0,0
Joseph destroyed a limousine. It had a flat tire.,negation,1,1
Joseph didn't destroy a limousine. It had a flat tire.,negation,1,0
Nancy destroyed a limousine. The limousine could seat multiple people.,negation,0,1
Nancy didn't destroy a limousine. The limousine could seat multiple people.,negation,0,0
Nancy destroyed a limousine. It could seat multiple people.,negation,1,1
Nancy didn't destroy a limousine. It could seat multiple people.,negation,1,0
Barbara destroyed a limousine. The limousine required a special cable.,negation,0,1
Barbara didn't destroy a limousine. The limousine required a special cable.,negation,0,0
Barbara destroyed a limousine. It required a special cable.,negation,1,1
Barbara didn't destroy a limousine. It required a special cable.,negation,1,0
Bob destroyed a limousine. The limousine's rear mirror was dirty.,negation,0,1
Bob didn't destroy a limousine. The limousine's rear mirror was dirty.,negation,0,0
Bob destroyed a limousine. Its rear mirror was dirty.,negation,1,1
Bob didn't destroy a limousine. Its rear mirror was dirty.,negation,1,0
Susan destroyed a limousine. The limousine made squeaky noises.,negation,0,1
Susan didn't destroy a limousine. The limousine made squeaky noises.,negation,0,0
Susan destroyed a limousine. It made squeaky noises.,negation,1,1
Susan didn't destroy a limousine. It made squeaky noises.,negation,1,0
Sarah stole a limousine. The limousine was blue.,negation,0,1
Sarah didn't steal a limousine. The limousine was blue.,negation,0,0
Sarah stole a limousine. It was blue.,negation,1,1
Sarah didn't steal a limousine. It was blue.,negation,1,0
Michael stole a limousine. The limousine was fast.,negation,0,1
Michael didn't steal a limousine. The limousine was fast.,negation,0,0
Michael stole a limousine. It was fast.,negation,1,1
Michael didn't steal a limousine. It was fast.,negation,1,0
Nancy stole a limousine. The limousine was slow.,negation,0,1
Nancy didn't steal a limousine. The limousine was slow.,negation,0,0
Nancy stole a limousine. It was slow.,negation,1,1
Nancy didn't steal a limousine. It was slow.,negation,1,0
Elizabeth stole a limousine. The limousine was eco-friendly.,negation,0,1
Elizabeth didn't steal a limousine. The limousine was eco-friendly.,negation,0,0
Elizabeth stole a limousine. It was eco-friendly.,negation,1,1
Elizabeth didn't steal a limousine. It was eco-friendly.,negation,1,0
Chris stole a limousine. The limousine was expensive.,negation,0,1
Chris didn't steal a limousine. The limousine was expensive.,negation,0,0
Chris stole a limousine. It was expensive.,negation,1,1
Chris didn't steal a limousine. It was expensive.,negation,1,0
Karen stole a limousine. The limousine had a flat tire.,negation,0,1
Karen didn't steal a limousine. The limousine had a flat tire.,negation,0,0
Karen stole a limousine. It had a flat tire.,negation,1,1
Karen didn't steal a limousine. It had a flat tire.,negation,1,0
Linda stole a limousine. The limousine could seat multiple people.,negation,0,1
Linda didn't steal a limousine. The limousine could seat multiple people.,negation,0,0
Linda stole a limousine. It could seat multiple people.,negation,1,1
Linda didn't steal a limousine. It could seat multiple people.,negation,1,0
Thomas stole a limousine. The limousine required a special cable.,negation,0,1
Thomas didn't steal a limousine. The limousine required a special cable.,negation,0,0
Thomas stole a limousine. It required a special cable.,negation,1,1
Thomas didn't steal a limousine. It required a special cable.,negation,1,0
Joseph stole a limousine. The limousine's rear mirror was dirty.,negation,0,1
Joseph didn't steal a limousine. The limousine's rear mirror was dirty.,negation,0,0
Joseph stole a limousine. Its rear mirror was dirty.,negation,1,1
Joseph didn't steal a limousine. Its rear mirror was dirty.,negation,1,0
James stole a limousine. The limousine made squeaky noises.,negation,0,1
James didn't steal a limousine. The limousine made squeaky noises.,negation,0,0
James stole a limousine. It made squeaky noises.,negation,1,1
James didn't steal a limousine. It made squeaky noises.,negation,1,0
Barbara donated a limousine. The limousine was blue.,negation,0,1
Barbara didn't donate a limousine. The limousine was blue.,negation,0,0
Barbara donated a limousine. It was blue.,negation,1,1
Barbara didn't donate a limousine. It was blue.,negation,1,0
Barbara donated a limousine. The limousine was fast.,negation,0,1
Barbara didn't donate a limousine. The limousine was fast.,negation,0,0
Barbara donated a limousine. It was fast.,negation,1,1
Barbara didn't donate a limousine. It was fast.,negation,1,0
Susan donated a limousine. The limousine was slow.,negation,0,1
Susan didn't donate a limousine. The limousine was slow.,negation,0,0
Susan donated a limousine. It was slow.,negation,1,1
Susan didn't donate a limousine. It was slow.,negation,1,0
Jennifer donated a limousine. The limousine was eco-friendly.,negation,0,1
