id,sent,expected,tokens,logprobs
13_bed_know_doubt_sref,I know that Luke bought a bed but I doubt that Rachel bought a bed. The bed was delivered the next day.,1,I| know| that| Luke| bought| a| bed| but| I| doubt| that| Rachel| bought| a| bed|.| The| bed| was| delivered| the| next| day|.,"[-3.9132206, -2.423523, -10.0232935, -7.9366064, -1.4483863, -6.867411, -4.903405, -1.2028111, -5.4328623, -1.3608024, -8.606803, -2.323692, -1.4949481, -0.5075711, -1.1348828, -3.807019, -2.6028264, -1.6641576, -4.3333035, -4.0297017, -2.02731, -0.1701452, -1.3981357]"
13_bed_know_doubt_pref,I know that Luke bought a bed but I doubt that Rachel bought a bed. The beds were delivered the next day.,0,I| know| that| Luke| bought| a| bed| but| I| doubt| that| Rachel| bought| a| bed|.| The| beds| were| delivered| the| next| day|.,"[-3.9132206, -2.423523, -10.0232935, -7.9366064, -1.4483863, -6.867411, -4.903405, -1.2028111, -5.4328623, -1.3608024, -8.606803, -2.323692, -1.4949481, -0.5075711, -1.1348828, -3.807019, -5.159745, -2.2836833, -4.359627, -3.7255063, -2.1672313, -0.2073691, -1.4171245]"
13_bed_two_doubt_sref,I know that Luke bought two beds but I doubt that Rachel bought a bed. The bed was delivered the next day.,0,I| know| that| Luke| bought| two| beds| but| I| doubt| that| Rachel| bought| a| bed|.| The| bed| was| delivered| the| next| day|.,"[-3.9132206, -2.423523, -10.0232935, -7.9366064, -4.7616186, -7.4088707, -4.891754, -1.3920078, -5.2883687, -1.1531167, -8.397954, -2.4382176, -2.5147798, -0.83832157, -1.3581225, -3.5646546, -3.3000813, -1.940664, -4.853141, -4.0495405, -1.7749567, -0.16923152, -1.5148462]"
13_bed_two_doubt_pref,I know that Luke bought two beds but I doubt that Rachel bought a bed. The beds were delivered the next day.,1,I| know| that| Luke| bought| two| beds| but| I| doubt| that| Rachel| bought| a| bed|.| The| beds| were| delivered| the| next| day|.,"[-3.9132206, -2.423523, -10.0232935, -7.9366064, -4.7616186, -7.4088707, -4.891754, -1.3920078, -5.2883687, -1.1531167, -8.397954, -2.4382176, -2.5147798, -0.83832157, -1.3581225, -3.5646546, -3.8316221, -1.4249314, -3.8182223, -3.8622317, -1.815515, -0.1776316, -1.4760318]"
13_bed_know_know_sref,I know that Luke bought a bed and I know that Rachel bought a bed as well. The bed was delivered the next day.,0,I| know| that| Luke| bought| a| bed| and| I| know| that| Rachel| bought| a| bed| as| well|.| The| bed| was| delivered| the| next| day|.,"[-3.9132206, -2.423523, -10.0232935, -7.9366064, -1.4483863, -6.867411, -2.442399, -2.6235013, -1.9602984, -0.4398822, -7.1907854, -0.9160357, -0.4694569, -0.910647, -4.3940306, -0.017476479, -0.68500787, -4.640948, -2.7138186, -2.368042, -3.2851787, -3.8398561, -2.0189219, -0.12882699, -1.1728722]"
13_bed_know_know_pref,I know that Luke bought a bed and I know that Rachel bought a bed as well. The beds were delivered the next day.,1,I| know| that| Luke| bought| a| bed| and| I| know| that| Rachel| bought| a| bed| as| well|.| The| beds| were| delivered| the| next| day|.,"[-3.9132206, -2.423523, -10.0232935, -7.9366064, -1.4483863, -6.867411, -2.442399, -2.6235013, -1.9602984, -0.4398822, -7.1907854, -0.9160357, -0.4694569, -0.910647, -4.3940306, -0.017476479, -0.68500787, -4.640948, -3.5684443, -1.9513038, -3.4936495, -3.707313, -2.095334, -0.13697258, -1.2878189]"
13_bed_doubt_know_sref,I doubt that Luke bought a bed but I know that Rachel bought a bed. The bed was delivered the next day.,1,I| doubt| that| Luke| bought| a| bed| but| I| know| that| Rachel| bought| a| bed|.| The| bed| was| delivered| the| next| day|.,"[-7.8072996, -1.8339221, -9.854452, -8.086884, -2.2385197, -6.9196577, -5.6031637, -1.6069136, -3.5150626, -1.3550968, -7.661937, -1.6602396, -0.6628088, -1.2042081, -1.2489512, -3.5162363, -2.5890326, -1.475041, -4.453, -3.881855, -1.3800429, -0.15371491, -1.0300704]"
13_bed_doubt_know_pref,I doubt that Luke bought a bed but I know that Rachel bought a bed. The beds were delivered the next day.,0,I| doubt| that| Luke| bought| a| bed| but| I| know| that| Rachel| bought| a| bed|.| The| beds| were| delivered| the| next| day|.,"[-7.8072996, -1.8339221, -9.854452, -8.086884, -2.2385197, -6.9196577, -5.6031637, -1.6069136, -3.5150626, -1.3550968, -7.661937, -1.6602396, -0.6628088, -1.2042081, -1.2489512, -3.5162363, -5.750051, -1.8429203, -5.3403974, -3.932582, -1.6396339, -0.18741837, -1.0680487]"
13_bed_doubt_two_sref,I doubt that Luke bought a bed but I know that Rachel bought two beds. The bed was delivered the next day.,0,I| doubt| that| Luke| bought| a| bed| but| I| know| that| Rachel| bought| two| beds|.| The| bed| was| delivered| the| next| day|.,"[-7.8072996, -1.8339221, -9.854452, -8.086884, -2.2385197, -6.9196577, -5.6031637, -1.6069136, -3.5150626, -1.3550968, -7.661937, -1.6602396, -3.9098983, -1.7157605, -1.3919524, -3.256213, -3.841457, -2.7632546, -3.7726002, -3.5317607, -1.2034235, -0.15061134, -1.1901258]"
13_bed_doubt_two_pref,I doubt that Luke bought a bed but I know that Rachel bought two beds. The beds were delivered the next day.,1,I| doubt| that| Luke| bought| a| bed| but| I| know| that| Rachel| bought| two| beds|.| The| beds| were| delivered| the| next| day|.,"[-7.8072996, -1.8339221, -9.854452, -8.086884, -2.2385197, -6.9196577, -5.6031637, -1.6069136, -3.5150626, -1.3550968, -7.661937, -1.6602396, -3.9098983, -1.7157605, -1.3919524, -3.256213, -2.432468, -1.1134547, -3.5315657, -3.4918332, -1.4581132, -0.16930991, -1.0873127]"
13_bed_doubt_doubt_sref,I doubt that Luke bought a bed and I doubt that Rachel bought a bed as well. The bed was delivered the next day.,0,I| doubt| that| Luke| bought| a| bed| and| I| doubt| that| Rachel| bought| a| bed| as| well|.| The| bed| was| delivered| the| next| day|.,"[-7.8072996, -1.8339221, -9.854452, -8.086884, -2.2385197, -6.9196577, -2.8398268, -4.3602314, -1.3709931, -0.36017707, -8.195925, -1.6125482, -0.4874101, -0.5106556, -4.7794046, -0.1980116, -0.5551951, -3.4457984, -2.9113595, -1.7864649, -5.6188006, -4.1227994, -1.8900584, -0.18250275, -1.4047877]"
13_bed_doubt_doubt_pref,I doubt that Luke bought a bed and I doubt that Rachel bought a bed as well. The beds were delivered the next day.,0,I| doubt| that| Luke| bought| a| bed| and| I| doubt| that| Rachel| bought| a| bed| as| well|.| The| beds| were| delivered| the| next| day|.,"[-7.8072996, -1.8339221, -9.854452, -8.086884, -2.2385197, -6.9196577, -2.8398268, -4.3602314, -1.3709931, -0.36017707, -8.195925, -1.6125482, -0.4874101, -0.5106556, -4.7794046, -0.1980116, -0.5551951, -3.4457984, -3.53419, -1.6458573, -5.858118, -4.106095, -2.4297464, -0.19406047, -1.4250921]"
13_bed_managed_failed_sref,Luke managed to buy a bed but Rachel failed to buy a bed. The bed was delivered the next day.,1,Luke| managed| to| buy| a| bed| but| Rachel| failed| to| buy| a| bed|.| The| bed| was| delivered| the| next| day|.,"[-11.098204, -0.16194773, -6.0171585, -1.2808069, -6.275613, -4.432487, -8.956304, -5.356184, -0.39691216, -2.2645588, -0.80211097, -1.5309067, -1.4472936, -2.9426053, -2.8801775, -1.4176399, -6.1946964, -2.8561382, -0.7071574, -0.13110049, -1.568203]"
13_bed_managed_failed_pref,Luke managed to buy a bed but Rachel failed to buy a bed. The beds were delivered the next day.,0,Luke| managed| to| buy| a| bed| but| Rachel| failed| to| buy| a| bed|.| The| beds| were| delivered| the| next| day|.,"[-11.098204, -0.16194773, -6.0171585, -1.2808069, -6.275613, -4.432487, -8.956304, -5.356184, -0.39691216, -2.2645588, -0.80211097, -1.5309067, -1.4472936, -2.9426053, -5.5960693, -1.1162188, -6.3560038, -2.8800182, -0.7608281, -0.1363545, -1.526537]"
13_bed_two_failed_sref,Luke managed to buy two beds but Rachel failed to buy a bed. The bed was delivered the next day.,0,Luke| managed| to| buy| two| beds| but| Rachel| failed| to| buy| a| bed|.| The| bed| was| delivered| the| next| day|.,"[-11.098204, -0.16194773, -6.0171585, -4.433679, -6.703596, -5.2771115, -9.141411, -5.6663275, -0.30096522, -1.92059, -1.5235745, -0.94273263, -1.5328373, -2.6921358, -4.058028, -2.492943, -6.78589, -2.9896452, -0.6818396, -0.15215945, -1.6239089]"
13_bed_two_failed_pref,Luke managed to buy two beds but Rachel failed to buy a bed. The beds were delivered the next day.,1,Luke| managed| to| buy| two| beds| but| Rachel| failed| to| buy| a| bed|.| The| beds| were| delivered| the| next| day|.,"[-11.098204, -0.16194773, -6.0171585, -4.433679, -6.703596, -5.2771115, -9.141411, -5.6663275, -0.30096522, -1.92059, -1.5235745, -0.94273263, -1.5328373, -2.6921358, -3.9999619, -1.4540898, -5.08708, -2.9008088, -0.71085364, -0.15563214, -1.5230564]"
13_bed_managed_managed_sref,Luke managed to buy a bed and Rachel managed to buy a bed as well. The bed was delivered the next day.,0,Luke| managed| to| buy| a| bed| and| Rachel| managed| to| buy| a| bed| as| well|.| The| bed| was| delivered| the| next| day|.,"[-11.098204, -0.16194773, -6.0171585, -1.2808069, -6.275613, -1.5621866, -11.965674, -3.1657727, -0.047213208, -1.2591014, -0.4356798, -2.9006596, -4.0678115, -0.04290441, -0.7270902, -3.4270024, -2.6303685, -1.7417175, -3.4494486, -2.8664222, -0.78195804, -0.12758088, -1.3820513]"
13_bed_managed_managed_pref,Luke managed to buy a bed and Rachel managed to buy a bed as well. The beds were delivered the next day.,1,Luke| managed| to| buy| a| bed| and| Rachel| managed| to| buy| a| bed| as| well|.| The| beds| were| delivered| the| next| day|.,"[-11.098204, -0.16194773, -6.0171585, -1.2808069, -6.275613, -1.5621866, -11.965674, -3.1657727, -0.047213208, -1.2591014, -0.4356798, -2.9006596, -4.0678115, -0.04290441, -0.7270902, -3.4270024, -3.1195118, -1.4042671, -3.1175513, -2.7196007, -0.81310123, -0.12890495, -1.3770036]"
13_bed_failed_managed_sref,Luke failed to buy a bed but Rachel managed to buy a bed. The bed was delivered the next day.,1,Luke| failed| to| buy| a| bed| but| Rachel| managed| to| buy| a| bed|.| The| bed| was| delivered| the| next| day|.,"[-11.993301, -0.5017761, -7.8372126, -1.6295613, -6.412099, -5.506784, -9.180743, -4.3948984, -0.02890415, -1.5766003, -0.5931332, -1.3181933, -1.6918486, -2.992813, -2.528622, -1.364479, -4.9786625, -2.76997, -0.70106584, -0.1261009, -1.198797]"
13_bed_failed_managed_pref,Luke failed to buy a bed but Rachel managed to buy a bed. The beds were delivered the next day.,0,Luke| failed| to| buy| a| bed| but| Rachel| managed| to| buy| a| bed|.| The| beds| were| delivered| the| next| day|.,"[-11.993301, -0.5017761, -7.8372126, -1.6295613, -6.412099, -5.506784, -9.180743, -4.3948984, -0.02890415, -1.5766003, -0.5931332, -1.3181933, -1.6918486, -2.992813, -5.8301983, -1.4806042, -3.474183, -2.506915, -0.7112812, -0.1306464, -1.2103496]"
13_bed_failed_two_sref,Luke failed to buy a bed but Rachel managed to buy two beds. The bed was delivered the next day.,0,Luke| failed| to| buy| a| bed| but| Rachel| managed| to| buy| two| beds|.| The| bed| was| delivered| the| next| day|.,"[-11.993301, -0.5017761, -7.8372126, -1.6295613, -6.412099, -5.506784, -9.180743, -4.3948984, -0.02890415, -1.5766003, -3.694978, -1.9654591, -1.5196937, -2.8118496, -4.126655, -3.2852366, -5.025801, -2.8156252, -0.65225285, -0.119517796, -1.2730886]"
13_bed_failed_two_pref,Luke failed to buy a bed but Rachel managed to buy two beds. The beds were delivered the next day.,1,Luke| failed| to| buy| a| bed| but| Rachel| managed| to| buy| two| beds|.| The| beds| were| delivered| the| next| day|.,"[-11.993301, -0.5017761, -7.8372126, -1.6295613, -6.412099, -5.506784, -9.180743, -4.3948984, -0.02890415, -1.5766003, -3.694978, -1.9654591, -1.5196937, -2.8118496, -3.287519, -1.6214474, -5.7192917, -2.826662, -0.70626867, -0.12864567, -1.1931059]"
13_bed_failed_failed_sref,Luke failed to buy a bed and Rachel failed to buy a bed as well. The bed was delivered the next day.,0,Luke| failed| to| buy| a| bed| and| Rachel| failed| to| buy| a| bed| as| well|.| The| bed| was| delivered| the| next| day|.,"[-11.993301, -0.5017761, -7.8372126, -1.6295613, -6.412099, -2.4079633, -11.357531, -3.152432, -0.04692673, -1.1458517, -0.5415526, -2.4756181, -3.9782133, -0.13064975, -0.7464236, -3.186463, -3.640709, -1.8535033, -6.1368737, -3.0935335, -0.6499866, -0.16894643, -1.4748149]"
13_bed_failed_failed_pref,Luke failed to buy a bed and Rachel failed to buy a bed as well. The beds were delivered the next day.,0,Luke| failed| to| buy| a| bed| and| Rachel| failed| to| buy| a| bed| as| well|.| The| beds| were| delivered| the| next| day|.,"[-11.993301, -0.5017761, -7.8372126, -1.6295613, -6.412099, -2.4079633, -11.357531, -3.152432, -0.04692673, -1.1458517, -0.5415526, -2.4756181, -3.9782133, -0.13064975, -0.7464236, -3.186463, -4.786252, -1.2493095, -5.950159, -2.9716427, -0.681419, -0.16010042, -1.4952476]"
14_gin_affirmative_negation_sref,Dan drank a gin tonic but Jessica didn't drink a gin tonic. The gin tonic was very strong.,1,Dan| drank| a| gin| tonic| but| Jessica| didn|'t| drink| a| gin| tonic|.| The| gin| tonic| was| very| strong|.,"[-12.362615, -3.1247823, -6.931137, -3.045692, -6.157799, -9.502763, -3.0275457, -1.1650426, -1.9214628, -3.4209464, -0.8895037, -0.12742515, -1.0694902, -3.6348796, -3.1416874, -0.60132766, -0.96712315, -3.5804489, -2.3530715, -1.2994086]"
14_gin_affirmative_negation_pref,Dan drank a gin tonic but Jessica didn't drink a gin tonic. The gin tonics were very strong.,0,Dan| drank| a| gin| tonic| but| Jessica| didn|'t| drink| a| gin| tonic|.| The| gin| ton|ics| were| very| strong|.,"[-12.362615, -3.1247823, -6.931137, -3.045692, -6.157799, -9.502763, -3.0275457, -1.1650426, -1.9214628, -3.4209464, -0.8895037, -0.12742515, -1.0694902, -3.6348796, -3.1416874, -2.6373193, -0.008650265, -0.6396432, -3.4242206, -2.8170936, -1.3542869]"
14_gin_two_negation_sref,Dan drank two gin tonics but Jessica didn't drink a gin tonic. The gin tonic was very strong.,0,Dan| drank| two| gin| ton|ics| but| Jessica| didn|'t| drink| a| gin| tonic|.| The| gin| tonic| was| very| strong|.,"[-12.362615, -5.5424423, -6.5559053, -2.3570323, -0.00036287535, -5.774046, -9.580649, -2.896492, -1.2226009, -1.147035, -3.0906458, -6.258704, -0.42381242, -1.1084155, -3.5828652, -2.9279106, -1.7974473, -1.4043152, -3.7067108, -2.2891006, -1.3546271]"
14_gin_two_negation_pref,Dan drank two gin tonics but Jessica didn't drink a gin tonic. The gin tonics were very strong.,1,Dan| drank| two| gin| ton|ics| but| Jessica| didn|'t| drink| a| gin| tonic|.| The| gin| ton|ics| were| very| strong|.,"[-12.362615, -5.5424423, -6.5559053, -2.3570323, -0.00036287535, -5.774046, -9.580649, -2.896492, -1.2226009, -1.147035, -3.0906458, -6.258704, -0.42381242, -1.1084155, -3.5828652, -2.9279106, -0.8557931, -0.0020302308, -0.608026, -4.056604, -1.9394151, -1.29918]"
14_gin_affirmative_affirmative_sref,Dan drank a gin tonic and Jessica drank a gin tonic too. The gin tonic was very strong.,0,Dan| drank| a| gin| tonic| and| Jessica| drank| a| gin| tonic| too|.| The| gin| tonic| was| very| strong|.,"[-12.362615, -3.1247823, -6.931137, -3.045692, -1.4045707, -9.492783, -2.477636, -0.43526578, -2.5059617, -0.9169825, -3.5217419, -0.7526851, -3.286841, -1.9211228, -1.356385, -1.1590115, -2.4933727, -2.6650903, -1.3630253]"
14_gin_affirmative_affirmative_pref,Dan drank a gin tonic and Jessica drank a gin tonic too. The gin tonics were very strong.,1,Dan| drank| a| gin| tonic| and| Jessica| drank| a| gin| tonic| too|.| The| gin| ton|ics| were| very| strong|.,"[-12.362615, -3.1247823, -6.931137, -3.045692, -1.4045707, -9.492783, -2.477636, -0.43526578, -2.5059617, -0.9169825, -3.5217419, -0.7526851, -3.286841, -1.9211228, -2.3791177, -0.0026568703, -0.5665143, -2.6081295, -3.1472344, -1.3984839]"
14_gin_negation_affirmative_sref,Dan didn't drink a gin tonic but Jessica drank a gin tonic. The gin tonic was very strong.,1,Dan| didn|'t| drink| a| gin| tonic| but| Jessica| drank| a| gin| tonic|.| The| gin| tonic| was| very| strong|.,"[-8.417277, -0.72346073, -6.2387886, -3.740553, -8.2895, -4.085933, -4.270873, -11.880412, -3.603611, -0.9608377, -0.88427955, -0.17526235, -1.1664164, -3.5216086, -2.2299562, -0.51796633, -1.1218908, -3.0253713, -2.2206926, -1.0924956]"
14_gin_negation_affirmative_pref,Dan didn't drink a gin tonic but Jessica drank a gin tonic. The gin tonics were very strong.,0,Dan| didn|'t| drink| a| gin| tonic| but| Jessica| drank| a| gin| tonic|.| The| gin| ton|ics| were| very| strong|.,"[-8.417277, -0.72346073, -6.2387886, -3.740553, -8.2895, -4.085933, -4.270873, -11.880412, -3.603611, -0.9608377, -0.88427955, -0.17526235, -1.1664164, -3.5216086, -2.2299562, -2.9647799, -0.007226905, -0.67200917, -2.759324, -2.9905148, -1.412464]"
14_gin_negation_two_sref,Dan didn't drink a gin tonic but Jessica drank two gin tonics. The gin tonic was very strong.,0,Dan| didn|'t| drink| a| gin| tonic| but| Jessica| drank| two| gin| ton|ics|.| The| gin| tonic| was| very| strong|.,"[-8.417277, -0.72346073, -6.2387886, -3.740553, -8.2895, -4.085933, -4.270873, -11.880412, -3.603611, -2.4718633, -2.751886, -0.30834785, -0.00079580845, -1.1985837, -3.3885539, -2.9458933, -1.931953, -1.9082186, -2.9982715, -1.8460448, -1.4035305]"
14_gin_negation_two_pref,Dan didn't drink a gin tonic but Jessica drank two gin tonics. The gin tonics were very strong.,1,Dan| didn|'t| drink| a| gin| tonic| but| Jessica| drank| two| gin| ton|ics|.| The| gin| ton|ics| were| very| strong|.,"[-8.417277, -0.72346073, -6.2387886, -3.740553, -8.2895, -4.085933, -4.270873, -11.880412, -3.603611, -2.4718633, -2.751886, -0.30834785, -0.00079580845, -1.1985837, -3.3885539, -2.9458933, -0.5158039, -0.0015278367, -0.78244966, -2.773162, -1.5922604, -1.2596506]"
14_gin_negation_negation_sref,Dan didn't drink a gin tonic and Jessica didn't drink a gin tonic either. The gin tonic was very strong.,0,Dan| didn|'t| drink| a| gin| tonic| and| Jessica| didn|'t| drink| a| gin| tonic| either|.| The| gin| tonic| was| very| strong|.,"[-8.417277, -0.72346073, -6.2387886, -3.740553, -8.2895, -4.085933, -3.2643406, -9.22393, -0.768501, -0.0076697986, -0.7363656, -0.3863306, -1.591047, -0.66417855, -2.9362097, -0.8611808, -3.598825, -3.3079808, -0.7979076, -1.1850625, -4.136059, -3.3342414, -1.3947115]"
14_gin_negation_negation_pref,Dan didn't drink a gin tonic and Jessica didn't drink a gin tonic either. The gin tonics were very strong.,0,Dan| didn|'t| drink| a| gin| tonic| and| Jessica| didn|'t| drink| a| gin| tonic| either|.| The| gin| ton|ics| were| very| strong|.,"[-8.417277, -0.72346073, -6.2387886, -3.740553, -8.2895, -4.085933, -3.2643406, -9.22393, -0.768501, -0.0076697986, -0.7363656, -0.3863306, -1.591047, -0.66417855, -2.9362097, -0.8611808, -3.598825, -3.3079808, -2.1651418, -0.0043058535, -0.79644895, -4.150819, -3.3697772, -1.4382881]"
14_gin_know_doubt_sref,I know that Dan drank a gin tonic but I doubt that Jessica drank a gin tonic. The gin tonic was very strong.,1,I| know| that| Dan| drank| a| gin| tonic| but| I| doubt| that| Jessica| drank| a| gin| tonic|.| The| gin| tonic| was| very| strong|.,"[-3.9132206, -2.423523, -9.3220625, -11.735635, -1.6761535, -8.255425, -4.086549, -4.742139, -0.80710983, -6.010723, -0.9942807, -9.259267, -1.7499154, -1.0525613, -0.7931782, -0.15531386, -1.1329774, -3.5842052, -3.4273276, -0.43549624, -1.7686732, -3.9556472, -1.7063537, -1.539455]"
14_gin_know_doubt_pref,I know that Dan drank a gin tonic but I doubt that Jessica drank a gin tonic. The gin tonics were very strong.,0,I| know| that| Dan| drank| a| gin| tonic| but| I| doubt| that| Jessica| drank| a| gin| tonic|.| The| gin| ton|ics| were| very| strong|.,"[-3.9132206, -2.423523, -9.3220625, -11.735635, -1.6761535, -8.255425, -4.086549, -4.742139, -0.80710983, -6.010723, -0.9942807, -9.259267, -1.7499154, -1.0525613, -0.7931782, -0.15531386, -1.1329774, -3.5842052, -3.4273276, -3.4303493, -0.012791455, -1.1898094, -4.088237, -1.9014364, -1.6710078]"
14_gin_two_doubt_sref,I know that Dan drank two gin tonics but I doubt that Jessica drank a gin tonic. The gin tonic was very strong.,0,I| know| that| Dan| drank| two| gin| ton|ics| but| I| doubt| that| Jessica| drank| a| gin| tonic|.| The| gin| tonic| was| very| strong|.,"[-3.9132206, -2.423523, -9.3220625, -11.735635, -4.908808, -7.2823772, -3.2572925, -0.00040576665, -4.796685, -0.9137849, -5.633463, -1.0393949, -9.731658, -1.4939941, -3.2768292, -2.5980556, -0.854482, -1.4504465, -3.510713, -3.4246738, -0.73932904, -1.8814013, -3.9723089, -1.5719594, -1.5278475]"
14_gin_two_doubt_pref,I know that Dan drank two gin tonics but I doubt that Jessica drank a gin tonic. The gin tonics were very strong.,1,I| know| that| Dan| drank| two| gin| ton|ics| but| I| doubt| that| Jessica| drank| a| gin| tonic|.| The| gin| ton|ics| were| very| strong|.,"[-3.9132206, -2.423523, -9.3220625, -11.735635, -4.908808, -7.2823772, -3.2572925, -0.00040576665, -4.796685, -0.9137849, -5.633463, -1.0393949, -9.731658, -1.4939941, -3.2768292, -2.5980556, -0.854482, -1.4504465, -3.510713, -3.4246738, -1.8515308, -0.0054920106, -0.9101214, -4.1443977, -1.319344, -1.525593]"
14_gin_know_know_sref,I know that Dan drank a gin tonic and I know that Jessica drank a gin tonic as well. The gin tonic was very strong.,0,I| know| that| Dan| drank| a| gin| tonic| and| I| know| that| Jessica| drank| a| gin| tonic| as| well|.| The| gin| tonic| was| very| strong|.,"[-3.9132206, -2.423523, -9.3220625, -11.735635, -1.6761535, -8.255425, -4.086549, -2.4277878, -2.050465, -2.2035155, -0.3247188, -8.031713, -1.155186, -0.43005934, -1.3423539, -0.83309394, -3.3288186, -0.019623056, -0.66499704, -4.2616496, -2.1029882, -0.72368735, -1.7942129, -3.604657, -2.1230013, -1.2289437]"
14_gin_know_know_pref,I know that Dan drank a gin tonic and I know that Jessica drank a gin tonic as well. The gin tonics were very strong.,1,I| know| that| Dan| drank| a| gin| tonic| and| I| know| that| Jessica| drank| a| gin| tonic| as| well|.| The| gin| ton|ics| were| very| strong|.,"[-3.9132206, -2.423523, -9.3220625, -11.735635, -1.6761535, -8.255425, -4.086549, -2.4277878, -2.050465, -2.2035155, -0.3247188, -8.031713, -1.155186, -0.43005934, -1.3423539, -0.83309394, -3.3288186, -0.019623056, -0.66499704, -4.2616496, -2.1029882, -2.146271, -0.0017075408, -0.8684565, -3.6757994, -2.3739595, -1.2930229]"
14_gin_doubt_know_sref,I doubt that Dan drank a gin tonic but I know that Jessica drank a gin tonic. The gin tonic was very strong.,1,I| doubt| that| Dan| drank| a| gin| tonic| but| I| know| that| Jessica| drank| a| gin| tonic|.| The| gin| tonic| was| very| strong|.,"[-7.8072996, -1.8339221, -9.182671, -12.420249, -2.7869096, -7.5837784, -4.8115726, -4.6422663, -1.5590467, -3.492258, -1.0653223, -9.313883, -2.674357, -0.84248126, -1.6097957, -0.61910254, -1.1940635, -3.3965402, -3.5349479, -0.3550925, -1.358156, -3.972561, -2.1780367, -1.3850056]"
14_gin_doubt_know_pref,I doubt that Dan drank a gin tonic but I know that Jessica drank a gin tonic. The gin tonics were very strong.,0,I| doubt| that| Dan| drank| a| gin| tonic| but| I| know| that| Jessica| drank| a| gin| tonic|.| The| gin| ton|ics| were| very| strong|.,"[-7.8072996, -1.8339221, -9.182671, -12.420249, -2.7869096, -7.5837784, -4.8115726, -4.6422663, -1.5590467, -3.492258, -1.0653223, -9.313883, -2.674357, -0.84248126, -1.6097957, -0.61910254, -1.1940635, -3.3965402, -3.5349479, -3.7886071, -0.0127688525, -1.0451708, -3.8199637, -2.8285003, -1.6077917]"
14_gin_doubt_two_sref,I doubt that Dan drank a gin tonic but I know that Jessica drank two gin tonics. The gin tonic was very strong.,0,I| doubt| that| Dan| drank| a| gin| tonic| but| I| know| that| Jessica| drank| two| gin| ton|ics|.| The| gin| tonic| was| very| strong|.,"[-7.8072996, -1.8339221, -9.182671, -12.420249, -2.7869096, -7.5837784, -4.8115726, -4.6422663, -1.5590467, -3.492258, -1.0653223, -9.313883, -2.674357, -3.083159, -2.4393704, -0.28092247, -0.0005611349, -1.3182383, -3.0876417, -3.681683, -1.4625219, -1.8861555, -3.1606948, -1.9498458, -1.4734774]"
14_gin_doubt_two_pref,I doubt that Dan drank a gin tonic but I know that Jessica drank two gin tonics. The gin tonics were very strong.,1,I| doubt| that| Dan| drank| a| gin| tonic| but| I| know| that| Jessica| drank| two| gin| ton|ics|.| The| gin| ton|ics| were| very| strong|.,"[-7.8072996, -1.8339221, -9.182671, -12.420249, -2.7869096, -7.5837784, -4.8115726, -4.6422663, -1.5590467, -3.492258, -1.0653223, -9.313883, -2.674357, -3.083159, -2.4393704, -0.28092247, -0.0005611349, -1.3182383, -3.0876417, -3.681683, -0.8657392, -0.0015831855, -0.81161803, -3.1946259, -1.5145743, -1.3931223]"
14_gin_doubt_doubt_sref,I doubt that Dan drank a gin tonic and I doubt that Jessica drank a gin tonic as well. The gin tonic was very strong.,0,I| doubt| that| Dan| drank| a| gin| tonic| and| I| doubt| that| Jessica| drank| a| gin| tonic| as| well|.| The| gin| tonic| was| very| strong|.,"[-7.8072996, -1.8339221, -9.182671, -12.420249, -2.7869096, -7.5837784, -4.8115726, -3.2640312, -3.5351238, -1.9830909, -0.3189382, -8.581175, -2.0994666, -0.48435247, -1.5823904, -0.8879756, -3.6603498, -0.13007656, -0.6804251, -3.36524, -3.5713625, -0.64113617, -1.5550219, -5.125369, -2.6880703, -1.7060254]"
14_gin_doubt_doubt_pref,I doubt that Dan drank a gin tonic and I doubt that Jessica drank a gin tonic as well. The gin tonics were very strong.,0,I| doubt| that| Dan| drank| a| gin| tonic| and| I| doubt| that| Jessica| drank| a| gin| tonic| as| well|.| The| gin| ton|ics| were| very| strong|.,"[-7.8072996, -1.8339221, -9.182671, -12.420249, -2.7869096, -7.5837784, -4.8115726, -3.2640312, -3.5351238, -1.9830909, -0.3189382, -8.581175, -2.0994666, -0.48435247, -1.5823904, -0.8879756, -3.6603498, -0.13007656, -0.6804251, -3.36524, -3.5713625, -2.153923, -0.0047233454, -1.1290995, -5.24415, -2.6348894, -1.7689234]"
14_gin_managed_failed_sref,Dan managed to mix a gin tonic but Jessica failed to mix a gin tonic. The gin tonic was very strong.,1,Dan| managed| to| mix| a| gin| tonic| but| Jessica| failed| to| mix| a| gin| tonic|.| The| gin| tonic| was| very| strong|.,"[-11.047482, -0.20234357, -7.45442, -2.8303056, -8.3740425, -5.0214605, -5.7444906, -10.54933, -4.9300184, -0.66734743, -2.7069144, -0.5877869, -1.7663559, -1.5026796, -1.0568342, -2.80776, -2.4133236, -0.91799235, -1.0161303, -3.6515806, -2.3996835, -1.6419523]"
