id,sentence,type,pronoun,tokens,log_probs
15_bone_negated,David didn't discover a bone on this archeological expedition and he also didn't find anything else worth analyzing.,negated,subj,David|##didn|'t|##discover|##a|##bone|##on|##this|##arche|ological|##expedition|##and|##he|##also|##didn|'t|##find|##anything|##else|##worth|##analyzing|.|<|endoftext|>,-11.828097|-13.199465|-11.194399|-14.005531|-9.722577|-5.0121584|-9.92105|-10.682797|-12.126212|-16.3096|-11.963968|-7.758382|-9.962351|-8.571633|-14.738994|-12.311488|-10.892267|-9.575675|-7.6505346|-9.323655|-12.664571|-10.666163|-12.616048
15_bone_know,I know that David discovered a bone on his archeological expedition. It likely belonged to an extinct bird species.,know,it,I|##know|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-8.253019|-10.449959|-5.357644|-6.838279|-12.990396|-9.187529|-5.636219|-9.543539|-9.595246|-11.632026|-16.476425|-10.423149|-10.259483|-14.288183|-9.845007|-12.637274|-9.9041|-5.750195|-6.110917|-7.791165|-8.643635|-10.272478|-12.683429
15_bone_know,I know that David discovered a bone on his archeological expedition. He brought it back to the lab for an extensive analysis.,know,subj,I|##know|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##He|##brought|##it|##back|##to|##the|##lab|##for|##an|##extensive|##analysis|.|<|endoftext|>,-8.253019|-10.449959|-5.357644|-6.838279|-12.990396|-9.187529|-5.636219|-9.543539|-9.595246|-11.632026|-16.476425|-10.423149|-10.259483|-13.306819|-12.404274|-9.909956|-6.0541444|-8.818169|-8.853927|-8.859245|-10.597357|-8.26074|-10.105752|-11.823232|-10.626579|-12.737321
15_bone_doubt,I doubt that David discovered a bone on his archeological expedition. It likely belonged to an extinct bird species.,doubt,it,I|##doubt|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-7.252944|-13.079188|-9.472734|-4.9142838|-9.816304|-9.662256|-11.765088|-16.619877|-11.613049|-10.47268|-14.2290945|-8.401277|-12.558273|-9.920359|-6.074167|-6.068078|-7.778742|-8.92784|-10.252859|-12.720259
15_bone_doubt,I doubt that David discovered a bone on his archeological expedition. He also didn't find anything else worth analyzing.,doubt,subj,I|##doubt|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##He|##also|##didn|'t|##find|##anything|##else|##worth|##analyzing|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-7.252944|-13.079188|-9.472734|-4.9142838|-9.816304|-9.662256|-11.765088|-16.619877|-11.613049|-10.47268|-14.123236|-7.808258|-14.749091|-12.500673|-10.849498|-9.561614|-7.5795383|-9.562826|-12.606171|-10.456246|-12.61256
15_bone_modal,David wants to discover a bone on his archeological expedition and it likely belongs to an extinct bird.,modal,it,David|##wants|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|##likely|##belongs|##to|##an|##extinct|##bird|.|<|endoftext|>,-11.828097|-12.726284|-8.664255|-12.781495|-9.650173|-5.1828775|-9.639605|-10.144622|-12.286425|-15.116122|-11.047238|-7.399878|-9.436842|-8.955523|-13.902697|-9.619106|-6.210055|-5.9348383|-8.506266|-10.488586|-12.671196
15_bone_modal,David wants to discover a bone on his archeological expedition and he is prepared to spend a long time at the excavation site.,modal,subj,David|##wants|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##he|##is|##prepared|##to|##spend|##a|##long|##time|##at|##the|##excavation|##site|.|<|endoftext|>,-11.828097|-12.726284|-8.664255|-12.781495|-9.650173|-5.1828775|-9.639605|-10.144622|-12.286425|-15.116122|-11.047238|-7.399878|-9.454878|-9.995011|-13.30244|-8.779825|-11.485125|-9.742533|-6.086087|-10.8331585|-9.220524|-9.2944565|-9.695276|-10.143382|-10.764752|-12.6189785
15_bone_managed,David managed to discover a bone on his archeological expedition. It likely belonged to an extinct bird species.,managed,it,David|##managed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-11.828097|-12.497299|-8.756186|-14.082517|-9.056656|-6.044465|-9.470043|-9.941278|-12.136311|-15.842412|-10.043222|-10.548386|-14.529933|-10.028776|-11.702729|-10.128536|-5.7599807|-5.9041147|-7.6953216|-8.319449|-10.416953|-12.638899
15_bone_managed,David managed to discover a bone on his archeological expedition. He brought it back to the lab for an extensive analysis.,managed,subj,David|##managed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##He|##brought|##it|##back|##to|##the|##lab|##for|##an|##extensive|##analysis|.|<|endoftext|>,-11.828097|-12.497299|-8.756186|-14.082517|-9.056656|-6.044465|-9.470043|-9.941278|-12.136311|-15.842412|-10.043222|-10.548386|-13.653122|-12.688942|-10.157595|-6.033696|-8.915622|-8.432314|-8.714429|-11.000321|-8.097453|-10.296651|-11.40905|-10.805722|-12.702722
15_bone_failed,David failed to discover a bone on his archeological expedition. It likely belonged to an extinct bird species.,failed,it,David|##failed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-11.828097|-10.032553|-8.798601|-14.140894|-9.702151|-5.524703|-9.462131|-10.011496|-12.593933|-14.947756|-10.893573|-10.029798|-14.471152|-8.827141|-12.000158|-9.950667|-5.589864|-5.9500084|-7.914678|-8.829197|-10.180074|-12.52278
15_bone_failed,David failed to discover a bone on his archeological expedition. He also didn't find anything else worth analyzing.,failed,subj,David|##failed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##He|##also|##didn|'t|##find|##anything|##else|##worth|##analyzing|.|<|endoftext|>,-11.828097|-10.032553|-8.798601|-14.140894|-9.702151|-5.524703|-9.462131|-10.011496|-12.593933|-14.947756|-10.893573|-10.029798|-13.893874|-7.996484|-14.665232|-12.965547|-11.179978|-9.5864525|-7.8220153|-9.273106|-12.549679|-10.44599|-12.448032
16_house_affirmative,Lisa built a house and it is the most beautiful building I have ever seen.,affirmative,it,Lisa|##built|##a|##house|##and|##it|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-10.467632|-11.443664|-8.618592|-8.980779|-6.715848|-10.180532|-8.990061|-8.728595|-8.8572235|-8.08358|-9.65549|-10.812983|-10.568514|-7.220049|-11.788729|-9.959911|-12.751265
16_house_affirmative,Lisa built a house and she made sure that every room gets a lot of sunlight.,affirmative,subj,Lisa|##built|##a|##house|##and|##she|##made|##sure|##that|##every|##room|##gets|##a|##lot|##of|##sunlight|.|<|endoftext|>,-10.467632|-11.443664|-8.618592|-8.980779|-6.715848|-8.763417|-10.570222|-10.986025|-5.726574|-10.149045|-11.073534|-12.695565|-9.031061|-13.185401|-9.384228|-11.768499|-10.305825|-12.715242
16_house_negated,Lisa didn't build a house and it is the most beautiful building I have ever seen.,negated,it,Lisa|##didn|'t|##build|##a|##house|##and|##it|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-10.467632|-13.932581|-11.731143|-12.201873|-9.252652|-10.577111|-7.3051243|-9.989124|-8.625239|-8.363629|-8.426988|-8.113264|-9.307262|-10.704765|-10.668661|-7.489586|-11.540038|-9.869875|-12.782791
16_house_negated,Lisa didn't build a house and she lied about several other things as well.,negated,subj,Lisa|##didn|'t|##build|##a|##house|##and|##she|##lied|##about|##several|##other|##things|##as|##well|.|<|endoftext|>,-10.467632|-13.932581|-11.731143|-12.201873|-9.252652|-10.577111|-7.3051243|-9.937486|-13.580099|-9.099745|-11.0014515|-8.29448|-10.038626|-10.883987|-11.814603|-10.719398|-12.85792
16_house_know,I know that Lisa built a house. It is the most beautiful building I have ever seen.,know,it,I|##know|##that|##Lisa|##built|##a|##house|.|##It|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-8.253019|-10.449959|-5.357644|-5.827684|-10.92781|-8.751209|-9.952803|-10.131409|-14.388201|-9.371088|-8.78066|-9.149255|-8.018737|-10.32343|-10.945069|-11.580831|-7.476061|-12.582446|-10.449193|-12.836134
16_house_know,I know that Lisa built a house. She made sure that every room gets a lot of sunlight.,know,subj,I|##know|##that|##Lisa|##built|##a|##house|.|##She|##made|##sure|##that|##every|##room|##gets|##a|##lot|##of|##sunlight|.|<|endoftext|>,-8.253019|-10.449959|-5.357644|-5.827684|-10.92781|-8.751209|-9.952803|-10.131409|-13.379885|-11.083687|-11.353989|-5.276025|-10.598384|-11.112016|-12.815992|-9.037867|-13.481539|-9.555306|-12.599034|-10.909594|-12.818595
16_house_doubt,I doubt that Lisa built a house. It is the most beautiful building I have ever seen.,doubt,it,I|##doubt|##that|##Lisa|##built|##a|##house|.|##It|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-6.135977|-11.194771|-8.944352|-9.405596|-10.145885|-14.125421|-9.285049|-8.421814|-8.202528|-8.277565|-8.687637|-10.914185|-11.134952|-7.7236624|-11.194387|-10.230061|-12.819275
16_house_doubt,I doubt that Lisa built a house. She lied about several other things as well.,doubt,subj,I|##doubt|##that|##Lisa|##built|##a|##house|.|##She|##lied|##about|##several|##other|##things|##as|##well|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-6.135977|-11.194771|-8.944352|-9.405596|-10.145885|-13.647664|-13.440183|-8.890591|-11.158513|-8.895086|-10.330171|-11.399021|-11.956304|-10.309698|-12.836169
16_house_modal,Lisa wants to build a house and it is the most beautiful building I have ever seen.,modal,it,Lisa|##wants|##to|##build|##a|##house|##and|##it|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-10.467632|-11.920944|-8.364164|-12.312426|-8.711691|-10.1886635|-7.1434145|-9.902517|-9.173187|-8.525642|-8.374687|-7.968824|-7.974858|-10.969547|-11.079055|-7.3161697|-11.283316|-10.236965|-12.66843
16_house_modal,Lisa wants to build a house and she already bought a plot of land.,modal,subj,Lisa|##wants|##to|##build|##a|##house|##and|##she|##already|##bought|##a|##plot|##of|##land|.|<|endoftext|>,-10.467632|-11.920944|-8.364165|-12.312426|-8.711692|-10.188664|-7.143415|-9.842856|-8.32368|-11.622177|-8.413969|-8.979533|-11.749993|-10.633977|-10.529057|-12.694391
16_house_managed,Lisa managed to build a house. It is the most beautiful building I have ever seen.,managed,it,Lisa|##managed|##to|##build|##a|##house|.|##It|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-10.467632|-12.259506|-8.676852|-12.31386|-8.6527405|-9.593593|-10.618747|-14.855944|-9.112925|-8.925744|-8.207876|-8.176809|-9.318552|-11.023119|-10.723489|-7.617899|-11.583222|-10.530658|-12.565205
16_house_managed,Lisa managed to build a house. She made sure that every room gets a lot of sunlight.,managed,subj,Lisa|##managed|##to|##build|##a|##house|.|##She|##made|##sure|##that|##every|##room|##gets|##a|##lot|##of|##sunlight|.|<|endoftext|>,-10.467632|-12.259506|-8.676852|-12.31386|-8.6527405|-9.593593|-10.618747|-13.604692|-10.599359|-11.422869|-6.796066|-10.356187|-10.662298|-13.2084055|-8.952068|-13.601682|-9.409487|-12.065218|-11.180514|-12.620385
16_house_failed,Lisa failed to build a house. It is the most beautiful building I have ever seen.,failed,it,Lisa|##failed|##to|##build|##a|##house|.|##It|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-10.467632|-10.406094|-9.221946|-11.864897|-9.270031|-9.592558|-10.255282|-14.830119|-8.677505|-8.816615|-8.395368|-7.963123|-8.563018|-10.867763|-10.852976|-7.431245|-11.504518|-10.187095|-12.552764
16_house_failed,Lisa failed to build a house. She lied about several other things as well.,failed,subj,Lisa|##failed|##to|##build|##a|##house|.|##She|##lied|##about|##several|##other|##things|##as|##well|.|<|endoftext|>,-10.467632|-10.406094|-9.221946|-11.864897|-9.270031|-9.592558|-10.255282|-13.809857|-13.646199|-8.715325|-11.031393|-8.310461|-10.651439|-10.893809|-12.917112|-10.809942|-12.611071
