id,sentence,type,pronoun,tokens,log_probs,pronoun_log_prob,critical_token_idx
14_gin_managed,Dan managed to mix a gin tonic. He served it with a cucumber.,managed,subj,Dan|##managed|##to|##mix|##a|##gin|##ton|ic|.|##He|##served|##it|##with|##a|##cuc|umber|.|<|endoftext|>,-9.60264|-12.787729|-8.55063|-11.274923|-8.654779|-8.222873|-12.165865|-13.718314|-10.079119|-12.060143|-11.17108|-9.11783|-9.070339|-8.93081|-16.365694|-15.569594|-10.396647|-11.602102,-12.060143,9
14_gin_failed,Dan failed to mix a gin tonic. It was very strong.,failed,it,Dan|##failed|##to|##mix|##a|##gin|##ton|ic|.|##It|##was|##very|##strong|.|<|endoftext|>,-9.60264|-11.544592|-9.544828|-10.799423|-8.894266|-8.851386|-12.517449|-14.156624|-9.814773|-13.567421|-9.020493|-4.949683|-10.207515|-10.013544|-11.358881,-13.567421,9
14_gin_failed,Dan failed to mix a gin tonic. He hadn't bought any tonic water.,failed,subj,Dan|##failed|##to|##mix|##a|##gin|##ton|ic|.|##He|##hadn|'t|##bought|##any|##ton|ic|##water|.|<|endoftext|>,-9.60264|-11.54459|-9.5448265|-10.799425|-8.894266|-8.851384|-12.517456|-14.156626|-9.814774|-11.9197235|-19.255249|-13.810095|-12.083817|-8.369914|-14.28878|-13.0164385|-10.526802|-10.907008|-11.539504,-11.9197235,9
15_bone_affirmative,David discovered a bone on his archeological expedition and it likely belonged to an extinct bird species.,affirmative,it,David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-12.429511|-12.672924|-8.956768|-5.3242664|-10.119175|-10.430196|-13.196998|-15.585288|-7.1606894|-7.335636|-9.82229|-9.377794|-12.206132|-10.08854|-6.161046|-6.03671|-7.952526|-8.520823|-10.390795|-11.523055,-9.82229,10
15_bone_affirmative,David discovered a bone on his archeological expedition and he brought it back to the lab for an extensive analysis.,affirmative,subj,David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##he|##brought|##it|##back|##to|##the|##lab|##for|##an|##extensive|##analysis|.|<|endoftext|>,-12.429508|-12.672923|-8.956766|-5.3242655|-10.119173|-10.430197|-13.196998|-15.58529|-7.16069|-7.3356366|-9.58859|-13.6014595|-9.458253|-6.5378246|-9.54369|-8.764286|-9.044962|-10.477973|-8.722376|-10.506149|-12.240116|-10.607229|-11.812756,-9.58859,10
15_bone_negated,David didn't discover a bone on this archeological expedition and it likely belonged to an extinct bird species.,negated,it,David|##didn|'t|##discover|##a|##bone|##on|##this|##arche|ological|##expedition|##and|##it|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-12.429511|-9.085936|-11.485073|-14.224842|-9.500311|-5.004061|-10.125025|-9.97678|-12.855892|-15.919685|-10.364765|-7.552178|-9.638935|-8.5405|-13.365046|-10.126067|-5.7617083|-5.7637014|-8.275016|-8.310027|-10.507336|-11.364994,-9.638935,12
15_bone_negated,David didn't discover a bone on this archeological expedition and he also didn't find anything else worth analyzing.,negated,subj,David|##didn|'t|##discover|##a|##bone|##on|##this|##arche|ological|##expedition|##and|##he|##also|##didn|'t|##find|##anything|##else|##worth|##analyzing|.|<|endoftext|>,-12.429508|-9.0859375|-11.485074|-14.224841|-9.500311|-5.0040607|-10.125025|-9.97678|-12.855897|-15.919686|-10.364765|-7.5521784|-9.634962|-8.620226|-16.28219|-11.111555|-11.484546|-9.651029|-8.112934|-9.199373|-12.770017|-10.730175|-11.49518,-9.634962,12
15_bone_know,I know that David discovered a bone on his archeological expedition. It likely belonged to an extinct bird species.,know,it,I|##know|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-8.608881|-11.017691|-5.1898394|-7.648509|-12.664404|-8.999367|-5.337857|-9.754654|-9.907594|-13.217751|-15.051181|-7.78317|-10.66459|-14.0286045|-9.69815|-12.196574|-10.189211|-6.011014|-5.9405475|-8.081622|-8.756205|-10.709822|-11.647446,-14.0286045,13
15_bone_know,I know that David discovered a bone on his archeological expedition. He brought it back to the lab for an extensive analysis.,know,subj,I|##know|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##He|##brought|##it|##back|##to|##the|##lab|##for|##an|##extensive|##analysis|.|<|endoftext|>,-8.608881|-11.017691|-5.1898394|-7.648509|-12.664404|-8.999367|-5.337857|-9.754654|-9.907594|-13.217751|-15.051181|-7.78317|-10.66459|-13.443086|-13.03893|-9.575592|-6.159544|-9.686015|-8.886006|-9.19249|-10.196795|-8.703391|-10.207026|-11.86212|-10.993786|-11.962921,-13.443086,13
15_bone_doubt,I doubt that David discovered a bone on his archeological expedition. It likely belonged to an extinct bird species.,doubt,it,I|##doubt|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-8.608881|-11.764903|-4.967763|-7.743746|-12.865194|-9.09583|-5.6934147|-9.762071|-9.829838|-13.251341|-15.09966|-8.920259|-10.681101|-13.659555|-8.655081|-12.81505|-10.07557|-5.5675116|-5.6788373|-8.251036|-8.61911|-10.496245|-11.490635,-13.659555,13
15_bone_doubt,I doubt that David discovered a bone on his archeological expedition. He also didn't find anything else worth analyzing.,doubt,subj,I|##doubt|##that|##David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|.|##He|##also|##didn|'t|##find|##anything|##else|##worth|##analyzing|.|<|endoftext|>,-8.608881|-11.764903|-4.967763|-7.743746|-12.865194|-9.09583|-5.6934147|-9.762071|-9.829838|-13.251341|-15.09966|-8.920259|-10.681101|-13.598665|-7.417985|-16.110073|-11.517909|-11.680608|-9.8707485|-8.600155|-9.307708|-12.993705|-10.659117|-11.57423,-13.598665,13
15_bone_modal,David wants to discover a bone on his archeological expedition and it likely belongs to an extinct bird.,modal,it,David|##wants|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|##likely|##belongs|##to|##an|##extinct|##bird|.|<|endoftext|>,-12.429511|-11.202803|-8.460174|-12.97297|-9.466341|-5.536831|-10.391968|-10.131418|-13.239142|-15.423704|-8.504034|-7.271202|-9.449143|-9.869662|-13.858988|-9.712222|-6.4353304|-6.179161|-8.231931|-10.558693|-11.473017,-9.449143,12
15_bone_modal,David wants to discover a bone on his archeological expedition and he is prepared to spend a long time at the excavation site.,modal,subj,David|##wants|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##he|##is|##prepared|##to|##spend|##a|##long|##time|##at|##the|##excavation|##site|.|<|endoftext|>,-12.429508|-11.202805|-8.460173|-12.972969|-9.466341|-5.536831|-10.391968|-10.13142|-13.239139|-15.423704|-8.504032|-7.2712026|-9.52323|-10.052552|-12.599737|-8.492534|-11.834369|-9.6523075|-6.8688517|-9.952206|-10.227003|-8.061674|-9.93722|-10.561748|-10.636492|-11.528454,-9.52323,12
15_bone_managed,David managed to discover a bone on his archeological expedition. It likely belonged to an extinct bird species.,managed,it,David|##managed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-12.429511|-12.4452095|-8.530605|-14.232124|-9.078227|-5.0702033|-9.905998|-10.196604|-13.1247835|-15.196372|-7.0087495|-10.81761|-14.287444|-9.89952|-11.584597|-10.228316|-5.98988|-6.084714|-8.136765|-8.736614|-10.370633|-11.580009,-14.287444,12
15_bone_managed,David managed to discover a bone on his archeological expedition. He brought it back to the lab for an extensive analysis.,managed,subj,David|##managed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##He|##brought|##it|##back|##to|##the|##lab|##for|##an|##extensive|##analysis|.|<|endoftext|>,-12.429508|-12.445204|-8.530605|-14.232121|-9.078226|-5.070203|-9.906|-10.196604|-13.124782|-15.196371|-7.008751|-10.817612|-13.211027|-13.57216|-9.711147|-6.51208|-9.835219|-8.531345|-9.216898|-10.805209|-8.290904|-10.42218|-12.683|-10.788745|-11.857,-13.211027,12
15_bone_failed,David failed to discover a bone on his archeological expedition. It likely belonged to an extinct bird species.,failed,it,David|##failed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##It|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-12.429511|-9.819948|-9.61395|-13.916559|-9.315299|-5.1384635|-9.795193|-10.083131|-13.426127|-14.958344|-7.695463|-10.209576|-14.093643|-8.725048|-13.471422|-10.052456|-5.629846|-5.5419884|-8.134345|-8.756706|-10.179346|-11.404692,-14.093643,12
15_bone_failed,David failed to discover a bone on his archeological expedition. He also didn't find anything else worth analyzing.,failed,subj,David|##failed|##to|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|.|##He|##also|##didn|'t|##find|##anything|##else|##worth|##analyzing|.|<|endoftext|>,-12.429508|-9.819947|-9.61395|-13.916554|-9.315298|-5.13846|-9.79519|-10.08313|-13.426126|-14.958345|-7.695462|-10.209576|-13.050785|-7.8834605|-16.210691|-12.336791|-11.743088|-9.858145|-8.686716|-8.751779|-13.028164|-10.566441|-11.485149,-13.050785,12
16_house_affirmative,Lisa built a house and it is the most beautiful building I have ever seen.,affirmative,it,Lisa|##built|##a|##house|##and|##it|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-11.945089|-11.793186|-9.04824|-8.939934|-6.9047112|-10.021812|-8.910963|-8.799837|-9.25704|-7.6048026|-9.733708|-10.763406|-9.970872|-7.719462|-10.4463005|-10.422711|-11.613715,-10.021812,5
16_house_affirmative,Lisa built a house and she made sure that every room gets a lot of sunlight.,affirmative,subj,Lisa|##built|##a|##house|##and|##she|##made|##sure|##that|##every|##room|##gets|##a|##lot|##of|##sunlight|.|<|endoftext|>,-11.945089|-11.793186|-9.04824|-8.939934|-6.9047112|-9.280341|-10.822537|-10.474688|-5.4952846|-9.829213|-11.65536|-12.511013|-9.213133|-14.116236|-10.040394|-13.129692|-10.716197|-11.693562,-9.280341,5
16_house_negated,Lisa didn't build a house and it is the most beautiful building I have ever seen.,negated,it,Lisa|##didn|'t|##build|##a|##house|##and|##it|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-11.945089|-16.135122|-11.819744|-12.633965|-9.559906|-10.272442|-7.619048|-9.655893|-9.259956|-8.520043|-8.819314|-7.5109625|-8.9675865|-11.104566|-10.367355|-8.10592|-10.140281|-10.435656|-11.540735,-9.655893,7
16_house_negated,Lisa didn't build a house and she lied about several other things as well.,negated,subj,Lisa|##didn|'t|##build|##a|##house|##and|##she|##lied|##about|##several|##other|##things|##as|##well|.|<|endoftext|>,-11.945089|-16.135122|-11.819744|-12.633965|-9.559906|-10.272442|-7.619048|-10.185764|-12.814531|-9.120538|-11.333896|-8.628244|-11.499124|-10.294762|-11.66207|-10.636726|-11.510338,-10.185764,7
16_house_know,I know that Lisa built a house. It is the most beautiful building I have ever seen.,know,it,I|##know|##that|##Lisa|##built|##a|##house|.|##It|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-8.608882|-11.017689|-5.1898394|-7.34121|-11.686939|-9.21044|-9.832487|-10.73834|-13.770306|-9.042757|-8.802592|-9.529513|-8.1725025|-10.485952|-10.814852|-11.251308|-8.040323|-10.848435|-10.992119|-11.850697,-13.770306,8
16_house_know,I know that Lisa built a house. She made sure that every room gets a lot of sunlight.,know,subj,I|##know|##that|##Lisa|##built|##a|##house|.|##She|##made|##sure|##that|##every|##room|##gets|##a|##lot|##of|##sunlight|.|<|endoftext|>,-8.608882|-11.017689|-5.1898394|-7.34121|-11.686939|-9.21044|-9.832487|-10.73834|-13.274372|-11.000581|-10.7808275|-5.4514008|-10.047293|-11.585062|-12.491789|-9.498087|-14.67673|-10.008701|-13.508868|-11.578936|-11.865564,-13.274372,8
16_house_doubt,I doubt that Lisa built a house. It is the most beautiful building I have ever seen.,doubt,it,I|##doubt|##that|##Lisa|##built|##a|##house|.|##It|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-8.608882|-11.764904|-4.967763|-6.411525|-11.9254|-9.271971|-9.511005|-10.577213|-13.839773|-9.3701|-8.264321|-8.218133|-8.383855|-9.634206|-11.043621|-10.796709|-8.360293|-10.132037|-10.707239|-11.630981,-13.839773,8
16_house_doubt,I doubt that Lisa built a house. She lied about several other things as well.,doubt,subj,I|##doubt|##that|##Lisa|##built|##a|##house|.|##She|##lied|##about|##several|##other|##things|##as|##well|.|<|endoftext|>,-8.608882|-11.764904|-4.967763|-6.411525|-11.9254|-9.271971|-9.511005|-10.577213|-14.000603|-13.411427|-8.821404|-11.546686|-8.9887085|-12.266706|-10.1481905|-11.787911|-10.809522|-11.514786,-14.000603,8
16_house_modal,Lisa wants to build a house and it is the most beautiful building I have ever seen.,modal,it,Lisa|##wants|##to|##build|##a|##house|##and|##it|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-11.945089|-11.326257|-8.718096|-12.353615|-8.720917|-9.986642|-7.156972|-9.296299|-9.091797|-8.456886|-9.097591|-7.041124|-8.4827585|-10.848757|-10.3215|-8.001017|-9.937407|-10.446498|-11.6373825,-9.296299,7
16_house_modal,Lisa wants to build a house and she already bought a plot of land.,modal,subj,Lisa|##wants|##to|##build|##a|##house|##and|##she|##already|##bought|##a|##plot|##of|##land|.|<|endoftext|>,-11.945089|-11.326254|-8.718094|-12.353613|-8.720917|-9.986642|-7.156971|-9.894878|-9.076432|-12.034289|-9.21396|-10.822044|-11.954624|-10.441971|-10.506248|-11.82925,-9.894878,7
16_house_managed,Lisa managed to build a house. It is the most beautiful building I have ever seen.,managed,it,Lisa|##managed|##to|##build|##a|##house|.|##It|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-11.945089|-10.737751|-8.720442|-12.260758|-8.6858425|-9.030846|-10.817274|-14.232983|-9.05672|-9.018294|-8.470869|-8.726027|-9.615585|-10.934795|-10.385821|-8.06118|-10.364555|-10.860386|-11.8111515,-14.232983,7
16_house_managed,Lisa managed to build a house. She made sure that every room gets a lot of sunlight.,managed,subj,Lisa|##managed|##to|##build|##a|##house|.|##She|##made|##sure|##that|##every|##room|##gets|##a|##lot|##of|##sunlight|.|<|endoftext|>,-11.945089|-10.737751|-8.720442|-12.260758|-8.6858425|-9.030846|-10.817274|-13.302955|-10.63198|-10.745554|-6.6106396|-9.964376|-11.161348|-12.96192|-9.451105|-14.038618|-9.885856|-13.191484|-11.533653|-11.93823,-13.302955,7
16_house_failed,Lisa failed to build a house. It is the most beautiful building I have ever seen.,failed,it,Lisa|##failed|##to|##build|##a|##house|.|##It|##is|##the|##most|##beautiful|##building|##I|##have|##ever|##seen|.|<|endoftext|>,-11.945089|-12.488648|-9.673588|-11.86672|-9.080099|-8.519935|-10.670379|-13.986272|-9.248306|-8.770122|-8.566331|-7.854784|-8.960324|-10.939678|-10.302015|-8.156084|-9.618467|-10.72706|-11.589225,-13.986272,7
16_house_failed,Lisa failed to build a house. She lied about several other things as well.,failed,subj,Lisa|##failed|##to|##build|##a|##house|.|##She|##lied|##about|##several|##other|##things|##as|##well|.|<|endoftext|>,-11.945089|-12.488648|-9.673588|-11.86672|-9.080099|-8.519935|-10.670379|-13.484082|-14.048282|-9.370171|-11.344386|-8.946915|-12.180427|-10.119693|-12.723484|-10.979522|-11.630109,-13.484082,7
