Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-t3ka,branch-2sh1,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: id,Spreadsheet: sent,Spreadsheet: expected,Spreadsheet: block,Spreadsheet: type,Spreadsheet: sent1,Spreadsheet: sent2,Spreadsheet: sent2delay,Spreadsheet: sliderdelay,Manipulation: Spreadsheet
32,1707498854271,09/02/2024 17:14:14,1707477254271,-6,09/02/2024 05:14:14,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},13,trial,Screen 1,5myap3,1,continue,,10803.940000000002,10792,10803.940000000002,10803.940000000002,10792,10803.940000000002,1,10803.940000000002,0,0,,Click To Continue,Continue Button,4,object-20,trial,16_house_managed_failed_sref,Lisa managed to build a house but Jordan failed to build a house. The house is the most beautiful building I have ever seen.,1,block16,target,Lisa managed to build a house but Jordan failed to build a house.,The house is the most beautiful building I have ever seen.,3900,7200,
33,1707498854273,09/02/2024 17:14:14,1707477254273,-6,09/02/2024 05:14:14,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},13,trial,Screen 1,5myap3,1,response,7,9092,10792,10805.940000000002,9092,10792,10805.940000000002,1,9092,1713.9400000000023,0,,Slider,Slider,3,object-5,trial,16_house_managed_failed_sref,Lisa managed to build a house but Jordan failed to build a house. The house is the most beautiful building I have ever seen.,1,block16,target,Lisa managed to build a house but Jordan failed to build a house.,The house is the most beautiful building I have ever seen.,3900,7200,
34,1707498865462,09/02/2024 17:14:25,1707477265462,-6,09/02/2024 05:14:25,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},14,trial,Screen 1,5myap3,1,continue,,11201.940000000002,11192,11201.940000000002,11201.940000000002,11192,11201.940000000002,1,11201.940000000002,0,0,,Click To Continue,Continue Button,4,object-20,trial,15_bone_managed_failed_sref,David managed to discover a bone on his archeological expedition but Andy failed to discover a bone on his archeological expedition. The bone likely belonged to an extinct bird species.,1,block15,target,David managed to discover a bone on his archeological expedition but Andy failed to discover a bone on his archeological expedition.,The bone likely belonged to an extinct bird species.,6300,9000,
35,1707498865464,09/02/2024 17:14:25,1707477265464,-6,09/02/2024 05:14:25,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},14,trial,Screen 1,5myap3,1,response,7,10225,11192,11204.940000000002,10225,11192,11204.940000000002,1,10225,979.9400000000023,0,,Slider,Slider,3,object-5,trial,15_bone_managed_failed_sref,David managed to discover a bone on his archeological expedition but Andy failed to discover a bone on his archeological expedition. The bone likely belonged to an extinct bird species.,1,block15,target,David managed to discover a bone on his archeological expedition but Andy failed to discover a bone on his archeological expedition.,The bone likely belonged to an extinct bird species.,6300,9000,
36,1707498874509,09/02/2024 17:14:34,1707477274509,-6,09/02/2024 05:14:34,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},15,trial,Screen 1,5myap3,1,continue,,9056.940000000002,9050,9056.940000000002,9056.940000000002,9050,9056.940000000002,1,9056.940000000002,0,0,,Click To Continue,Continue Button,4,object-20,trial,12_ticket_affirmative_negation_sref,Thomas booked a ticket in advance but Patrick didn't book a ticket in advance. The ticket was much cheaper than expected.,1,block12,target,Thomas booked a ticket in advance but Patrick didn't book a ticket in advance.,The ticket was much cheaper than expected.,4200,6300,
37,1707498874509,09/02/2024 17:14:34,1707477274509,-6,09/02/2024 05:14:34,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},15,trial,Screen 1,5myap3,1,response,7,7544,9050,9057.940000000002,7544,9050,9057.940000000002,1,7544,1513.9400000000023,0,,Slider,Slider,3,object-5,trial,12_ticket_affirmative_negation_sref,Thomas booked a ticket in advance but Patrick didn't book a ticket in advance. The ticket was much cheaper than expected.,1,block12,target,Thomas booked a ticket in advance but Patrick didn't book a ticket in advance.,The ticket was much cheaper than expected.,4200,6300,
38,1707498885125,09/02/2024 17:14:45,1707477285125,-6,09/02/2024 05:14:45,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},16,trial,Screen 1,5myap3,1,continue,,10622.940000000002,10608,10622.940000000002,10622.940000000002,10608,10622.940000000002,1,10622.940000000002,0,0,,Click To Continue,Continue Button,4,object-20,trial,filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600,
39,1707498885126,09/02/2024 17:14:45,1707477285126,-6,09/02/2024 05:14:45,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},16,trial,Screen 1,5myap3,1,response,1,9567,10608,10624,9567,10608,10624,1,9567,1057,0,,Slider,Slider,3,object-5,trial,filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600,
40,1707498898171,09/02/2024 17:14:58,1707477298171,-6,09/02/2024 05:14:58,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},17,trial,Screen 1,5myap3,1,continue,,13059,13042,13059,13059,13042,13059,1,13059,0,0,,Click To Continue,Continue Button,4,object-20,trial,6_rat_affirmative_affirmative_sref,Carla got a pet rat and Linda got a pet rat too. The rat is very noisy at night.,0,block6,target,Carla got a pet rat and Linda got a pet rat too.,The rat is very noisy at night.,3600,5700,
41,1707498898173,09/02/2024 17:14:58,1707477298173,-6,09/02/2024 05:14:58,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},17,trial,Screen 1,5myap3,1,response,1,9301,13042,13059,9301,13042,13059,1,9301,3758,0,,Slider,Slider,3,object-5,trial,6_rat_affirmative_affirmative_sref,Carla got a pet rat and Linda got a pet rat too. The rat is very noisy at night.,0,block6,target,Carla got a pet rat and Linda got a pet rat too.,The rat is very noisy at night.,3600,5700,
42,1707498906024,09/02/2024 17:15:06,1707477306024,-6,09/02/2024 05:15:06,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},18,trial,Screen 1,5myap3,1,continue,,7872.940000000002,7858,7872.940000000002,7872.940000000002,7858,7872.940000000002,1,7872.940000000002,0,0,,Click To Continue,Continue Button,4,object-20,trial,filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000,
43,1707498906025,09/02/2024 17:15:06,1707477306025,-6,09/02/2024 05:15:06,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},18,trial,Screen 1,5myap3,1,response,1,7010,7858,7873.940000000002,7010,7858,7873.940000000002,1,7010,863.9400000000023,0,,Slider,Slider,3,object-5,trial,filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000,
44,1707498914999,09/02/2024 17:15:14,1707477314999,-6,09/02/2024 05:15:14,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},19,trial,Screen 1,5myap3,1,continue,,8988.940000000002,8984,8988.940000000002,8988.940000000002,8984,8988.940000000002,1,8988.940000000002,0,0,,Click To Continue,Continue Button,4,object-20,trial,7_beer_managed_failed_sref,Sam managed to order a beer at the bar but Kate failed to order a beer at the bar. The beer was warm.,1,block7,target,Sam managed to order a beer at the bar but Kate failed to order a beer at the bar.,The beer was warm.,5700,6900,
45,1707498915001,09/02/2024 17:15:15,1707477315001,-6,09/02/2024 05:15:15,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},19,trial,Screen 1,5myap3,1,response,7,7835,8984,8989.940000000002,7835,8984,8989.940000000002,1,7835,1154.9400000000023,0,,Slider,Slider,3,object-5,trial,7_beer_managed_failed_sref,Sam managed to order a beer at the bar but Kate failed to order a beer at the bar. The beer was warm.,1,block7,target,Sam managed to order a beer at the bar but Kate failed to order a beer at the bar.,The beer was warm.,5700,6900,
46,1707498922771,09/02/2024 17:15:22,1707477322771,-6,09/02/2024 05:15:22,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},20,trial,Screen 1,5myap3,1,continue,,7776.940000000002,7775,7776.940000000002,7776.940000000002,7775,7776.940000000002,1,7776.940000000002,0,0,,Click To Continue,Continue Button,4,object-20,trial,10_hat_managed_managed_pref,Chris managed to knit a hat and George managed to knit a hat as well. The hats were very colorful.,1,block10,target,Chris managed to knit a hat and George managed to knit a hat as well.,The hats were very colorful.,4500,6000,
47,1707498922772,09/02/2024 17:15:22,1707477322772,-6,09/02/2024 05:15:22,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},20,trial,Screen 1,5myap3,1,response,7,6951,7775,7776.940000000002,6951,7775,7776.940000000002,1,6951,825.9400000000023,0,,Slider,Slider,3,object-5,trial,10_hat_managed_managed_pref,Chris managed to knit a hat and George managed to knit a hat as well. The hats were very colorful.,1,block10,target,Chris managed to knit a hat and George managed to knit a hat as well.,The hats were very colorful.,4500,6000,
48,1707498930304,09/02/2024 17:15:30,1707477330304,-6,09/02/2024 05:15:30,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},21,trial,Screen 1,5myap3,1,continue,,7535.940000000002,7534,7535.940000000002,7535.940000000002,7534,7535.940000000002,1,7535.940000000002,0,0,,Click To Continue,Continue Button,4,object-20,trial,14_gin_affirmative_negation_sref,Dan drank a gin tonic but Jessica didn't drink a gin tonic. The gin tonic was very strong.,1,block14,target,Dan drank a gin tonic but Jessica didn't drink a gin tonic.,The gin tonic was very strong.,3600,5400,
49,1707498930307,09/02/2024 17:15:30,1707477330307,-6,09/02/2024 05:15:30,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},21,trial,Screen 1,5myap3,1,response,7,6550,7534,7537.940000000002,6550,7534,7537.940000000002,1,6550,987.9400000000023,0,,Slider,Slider,3,object-5,trial,14_gin_affirmative_negation_sref,Dan drank a gin tonic but Jessica didn't drink a gin tonic. The gin tonic was very strong.,1,block14,target,Dan drank a gin tonic but Jessica didn't drink a gin tonic.,The gin tonic was very strong.,3600,5400,
50,1707498939403,09/02/2024 17:15:39,1707477339403,-6,09/02/2024 05:15:39,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},22,trial,Screen 1,5myap3,1,continue,,9100.940000000002,9091,9100.940000000002,9100.940000000002,9091,9100.940000000002,1,9100.940000000002,0,0,,Click To Continue,Continue Button,4,object-20,trial,filler7,Andy had to walk to school every day because no other means of transportation was available. The bus ride took him 15 minutes.,0,filler7,filler,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900,
51,1707498939403,09/02/2024 17:15:39,1707477339403,-6,09/02/2024 05:15:39,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},22,trial,Screen 1,5myap3,1,response,1,8249,9091,9100.940000000002,8249,9091,9100.940000000002,1,8249,851.9400000000023,0,,Slider,Slider,3,object-5,trial,filler7,Andy had to walk to school every day because no other means of transportation was available. The bus ride took him 15 minutes.,0,filler7,filler,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900,
52,1707498948824,09/02/2024 17:15:48,1707477348824,-6,09/02/2024 05:15:48,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},23,trial,Screen 1,5myap3,1,continue,,9429.940000000002,9416,9429.940000000002,9429.940000000002,9416,9429.940000000002,1,9429.940000000002,0,0,,Click To Continue,Continue Button,4,object-20,trial,filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200,
53,1707498948826,09/02/2024 17:15:48,1707477348826,-6,09/02/2024 05:15:48,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},23,trial,Screen 1,5myap3,1,response,1,8358,9416,9431.940000000002,8358,9416,9431.940000000002,1,8358,1073.9400000000023,0,,Slider,Slider,3,object-5,trial,filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200,
54,1707498957643,09/02/2024 17:15:57,1707477357643,-6,09/02/2024 05:15:57,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},24,trial,Screen 1,5myap3,1,continue,,8832.940000000002,8826,8832.940000000002,8832.940000000002,8826,8832.940000000002,1,8832.940000000002,0,0,,Click To Continue,Continue Button,4,object-20,trial,filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300,
55,1707498957643,09/02/2024 17:15:57,1707477357643,-6,09/02/2024 05:15:57,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},24,trial,Screen 1,5myap3,1,response,7,7645,8826,8832.940000000002,7645,8826,8832.940000000002,1,7645,1187.9400000000023,0,,Slider,Slider,3,object-5,trial,filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300,
56,1707498957644,09/02/2024 17:15:57,1707477357644,-6,09/02/2024 05:15:57,163297,10,task-vjnw,,34977055,63fa78f21e485a372c6528fa,10341537,,complete,,65c65c794a6303ad06f6ad82,computer,Desktop or Laptop,Linux x86_64,Firefox 122.0,1920x1080,1920x1005,,,0,Rating,19,7,did consent,$${version},,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,
1,1707498694190,09/02/2024 17:11:34,1707469894190,-8,09/02/2024 01:11:34,163297,10,task-vjnw,,34977076,6278700097208c3f1b717481,10341543,,complete,,65c65c8632215aca31bc5b5a,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x599,,,0,Rating,19,16,did consent,$${version},,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,
2,1707498720704,09/02/2024 17:12:00,1707469920704,-8,09/02/2024 01:12:00,163297,10,task-vjnw,,34977076,6278700097208c3f1b717481,10341543,,complete,,65c65c8632215aca31bc5b5a,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x599,,,0,Rating,19,16,did consent,$${version},1,instruction,Screen 1,3esgm3,1,continue,,26526.200000035762,26515,26526.200000035762,26526.200000035762,26515,26526.200000035762,1,26526.200000035762,0,0,,Click To Continue,Continue Button,2,object-42,instruction,,,,,,,,300,600,
3,1707498736139,09/02/2024 17:12:16,1707469936139,-8,09/02/2024 01:12:16,163297,10,task-vjnw,,34977076,6278700097208c3f1b717481,10341543,,complete,,65c65c8632215aca31bc5b5a,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x599,,,0,Rating,19,16,did consent,$${version},1,practice,Screen 1,8ld83y,1,continue,,15446.500000047683,15432.399999999998,15446.500000047683,15446.500000047683,15432.399999999998,15446.500000047683,1,15446.500000047683,0,0,,Click To Continue,Continue Button,5,object-48,practice,,,,,,,,300,600,
4,1707498736142,09/02/2024 17:12:16,1707469936142,-8,09/02/2024 01:12:16,163297,10,task-vjnw,,34977076,6278700097208c3f1b717481,10341543,,complete,,65c65c8632215aca31bc5b5a,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x599,,,0,Rating,19,16,did consent,$${version},1,practice,Screen 1,8ld83y,1,response,7,13465.8,15432.399999999998,15448.999999999996,13465.8,15432.399999999998,15448.999999999996,1,13465.8,1983.199999999997,0,,Slider,Slider,4,object-47,practice,,,,,,,,300,600,
5,1707498755839,09/02/2024 17:12:35,1707469955839,-8,09/02/2024 01:12:35,163297,10,task-vjnw,,34977076,6278700097208c3f1b717481,10341543,,complete,,65c65c8632215aca31bc5b5a,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x599,,,0,Rating,19,16,did consent,$${version},1,practice,Screen 3,8bhacy,2,continue,,19714.100000047685,19698.800000000003,19714.100000047685,19714.100000047685,19698.800000000003,19714.100000047685,1,19714.100000047685,0,0,,Click To Continue,Continue Button,5,object-233,practice,,,,,,,,300,600,
6,1707498755841,09/02/2024 17:12:35,1707469955841,-8,09/02/2024 01:12:35,163297,10,task-vjnw,,34977076,6278700097208c3f1b717481,10341543,,complete,,65c65c8632215aca31bc5b5a,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x599,,,0,Rating,19,16,did consent,$${version},1,practice,Screen 3,8bhacy,2,response,1,17715.6,19698.800000000003,19715.500000000007,17715.6,19698.800000000003,19715.500000000007,1,17715.6,1999.9000000000087,0,,Slider,Slider,4,object-232,practice,,,,,,,,300,600,
7,1707498758383,09/02/2024 17:12:38,1707469958383,-8,09/02/2024 01:12:38,163297,10,task-vjnw,,34977076,6278700097208c3f1b717481,10341543,,complete,,65c65c8632215aca31bc5b5a,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x599,,,0,Rating,19,16,did consent,$${version},1,practice,Screen 4,g9p4e8,3,continue,,2559.5000000357613,2549.9999999999927,2559.5000000357613,2559.5000000357613,2549.9999999999927,2559.5000000357613,1,2559.5000000357613,0,0,,Click To Continue,Continue Button,2,object-244,practice,,,,,,,,300,600,
8,1707498779333,09/02/2024 17:12:59,1707469979333,-8,09/02/2024 01:12:59,163297,10,task-vjnw,,34977076,6278700097208c3f1b717481,10341543,,complete,,65c65c8632215aca31bc5b5a,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x599,,,0,Rating,19,16,did consent,$${version},1,trial,Screen 1,5myap3,1,continue,,20959.700000023848,20948.70000000001,20959.700000023848,20959.700000023848,20948.70000000001,20959.700000023848,1,20959.700000023848,0,0,,Click To Continue,Continue Button,4,object-20,trial,12_ticket_negation_affirmative_sref,Thomas didn't book a ticket in advance but Patrick booked a ticket in advance. The ticket was much cheaper than expected.,1,block12,target,Thomas didn't book a ticket in advance but Patrick booked a ticket in advance.,The ticket was much cheaper than expected.,4200,6300,
9,1707498779335,09/02/2024 17:12:59,1707469979335,-8,09/02/2024 01:12:59,163297,10,task-vjnw,,34977076,6278700097208c3f1b717481,10341543,,complete,,65c65c8632215aca31bc5b5a,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x599,,,0,Rating,19,16,did consent,$${version},1,trial,Screen 1,5myap3,1,response,2,16498.800000000003,20948.70000000001,20962.00000003577,16498.800000000003,20948.70000000001,20962.00000003577,1,16498.800000000003,4463.200000035766,0,,Slider,Slider,3,object-5,trial,12_ticket_negation_affirmative_sref,Thomas didn't book a ticket in advance but Patrick booked a ticket in advance. The ticket was much cheaper than expected.,1,block12,target,Thomas didn't book a ticket in advance but Patrick booked a ticket in advance.,The ticket was much cheaper than expected.,4200,6300,
10,1707498791301,09/02/2024 17:13:11,1707469991301,-8,09/02/2024 01:13:11,163297,10,task-vjnw,,34977076,6278700097208c3f1b717481,10341543,,complete,,65c65c8632215aca31bc5b5a,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x599,,,0,Rating,19,16,did consent,$${version},2,trial,Screen 1,5myap3,1,continue,,11979.200000011915,11965.799999999988,11979.200000011915,11979.200000011915,11965.799999999988,11979.200000011915,1,11979.200000011915,0,0,,Click To Continue,Continue Button,4,object-20,trial,3_bear_failed_failed_pref,Carol failed to see a bear at the zoo and Jack failed to see a bear at the zoo as well. The bears were taller than expected.,0,block3,target,Carol failed to see a bear at the zoo and Jack failed to see a bear at the zoo as well.,The bears were taller than expected.,6300,8100,
11,1707498791303,09/02/2024 17:13:11,1707469991303,-8,09/02/2024 01:13:11,163297,10,task-vjnw,,34977076,6278700097208c3f1b717481,10341543,,complete,,65c65c8632215aca31bc5b5a,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x599,,,0,Rating,19,16,did consent,$${version},2,trial,Screen 1,5myap3,1,response,2,10532.599999999991,11965.799999999988,11981.500000023836,10532.599999999991,11965.799999999988,11981.500000023836,1,10532.599999999991,1448.9000000238448,0,,Slider,Slider,3,object-5,trial,3_bear_failed_failed_pref,Carol failed to see a bear at the zoo and Jack failed to see a bear at the zoo as well. The bears were taller than expected.,0,block3,target,Carol failed to see a bear at the zoo and Jack failed to see a bear at the zoo as well.,The bears were taller than expected.,6300,8100,
12,1707498802564,09/02/2024 17:13:22,1707470002564,-8,09/02/2024 01:13:22,163297,10,task-vjnw,,34977076,6278700097208c3f1b717481,10341543,,complete,,65c65c8632215aca31bc5b5a,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x599,,,0,Rating,19,16,did consent,$${version},3,trial,Screen 1,5myap3,1,continue,,11276.000000035769,11266,11276.000000035769,11276.000000035769,11266,11276.000000035769,1,11276.000000035769,0,0,,Click To Continue,Continue Button,4,object-20,trial,filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100,
13,1707498802566,09/02/2024 17:13:22,1707470002566,-8,09/02/2024 01:13:22,163297,10,task-vjnw,,34977076,6278700097208c3f1b717481,10341543,,complete,,65c65c8632215aca31bc5b5a,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x599,,,0,Rating,19,16,did consent,$${version},3,trial,Screen 1,5myap3,1,response,7,9766.100000000006,11266,11278.000000035769,9766.100000000006,11266,11278.000000035769,1,9766.100000000006,1511.9000000357628,0,,Slider,Slider,3,object-5,trial,filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100,
14,1707498819626,09/02/2024 17:13:39,1707470019626,-8,09/02/2024 01:13:39,163297,10,task-vjnw,,34977076,6278700097208c3f1b717481,10341543,,complete,,65c65c8632215aca31bc5b5a,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x599,,,0,Rating,19,16,did consent,$${version},4,trial,Screen 1,5myap3,1,continue,,17072.50000003577,17065.5,17072.50000003577,17072.50000003577,17065.5,17072.50000003577,1,17072.50000003577,0,0,,Click To Continue,Continue Button,4,object-20,trial,15_bone_affirmative_affirmative_pref,David discovered a bone on his archeological expedition and Andy discovered a bone on his archeological expedition too. The bones likely belonged to an extinct bird species.,1,block15,target,David discovered a bone on his archeological expedition and Andy discovered a bone on his archeological expedition too.,The bones likely belonged to an extinct bird species.,5400,8100,
